african_american_english,standard_american_english
It's undeniable dat we should  b togetha unbelievable how I use to say I dat ill fall neva the basis is need 2 kno if u dont kno  how I feel,It's undeniable that we should be together. It's unbelievable how I used to say I would never fall. The basis is the need to know if you don't know how I feel.
@IonLuvTheseH_s  damn I thought me and you were better than this I thought u liked me,"Damn, I thought me and you were better than this. I thought you liked me."
You saying that's yo girl ain't saying shit like prank callers cause it's a small world and hoes make it even smaller.,"You saying that's your girl isn't saying anything like prank callers, because it's a small world and hoes make it even smaller."
So wen they lose in the super bowl where ya dickeater gonna b at den ?,"So when they lose in the Super Bowl, where will your dickeater be then?"
@Quise_Sosa yea im bout to slide to my aunt crib cause its my lil cousin bday but i b back,"Yes, I'm about to go to my aunt's place because it's my little cousin's birthday, but I'll be back."
God forgive me for the sins i did and the i will do in the future,"God, forgive me for the sins I have committed and the ones I will commit in the future."
Yo this bitch in schoil to bay tryed to grind me up .oh no she was a fuck duck lick no lay grind her the fuck up ctfu,"This girl at school tried to grind on me. Oh no, she was a nasty, disgusting person. I would never grind on her."
"My room is not messy , it is an obstacle course designed to keep me fit .","My room is not messy, it is an obstacle course designed to keep me fit."
Mfs kill me when they say im thick as FUCK come on now I ain't that thick,"People kill me when they say I'm thick as fuck. Come on now, I'm not that thick."
It ain't nothing like the first time im tryna tell u I can blow ya mind,It is not like the first time I am trying to tell you I can blow your mind.
I did u wrong u did me wrong ill take u back u take me back,"I did you wrong, you did me wrong. I'll take you back, you take me back."
Lmao this fool bout to be 21 and got a 16 year old pregnant. #Maury,"Laughing my ass off, this fool is about to be 21 and got a 16 year old pregnant. #Maury"
"I Busted Josh Ass In 2K13 Today... With LeBron, He Fucked Me Up In Madden But I Destroyed Him On 2K' #SouthBeachIsKING","I beat Josh's ass in 2K13 today... With LeBron, he beat me in Madden but I destroyed him on 2K. #SouthBeachIsKING"
I Wonder If THE People Who Don't Deserve What I Want Go Thur What I Go Thur...,I wonder if the people who don't deserve what I want go through what I go through...
@BigGhostFASE he done the shit all of his career. Why stop now? It obviously worked out aiight for him,He has done that throughout his entire career. Why stop now? It obviously worked out alright for him.
@Big__Reed @ChocoVelvetBone @MsShellyNicole yall mess with my big brutha imma have yall sleeping with the fishes !,"If you all mess with my big brother, I will have you sleeping with the fishes!"
i lowkey miss my State friends . get to see them next week so its cool !,"I lowkey miss my state friends. I get to see them next week, so it's cool!"
suppose to be having lunch with oomf but idk if imma wake up in time .,"I'm supposed to be having lunch with someone, but I don't know if I'm going to wake up in time."
"lmao ! hey LaQuanda , i got 4 people on hold but i can talk !","Haha! Hey LaQuanda, I have 4 people on hold but I can talk!"
am i the only one that wanna relationship where we can fuck all night til things get right ? ijs,Am I the only one who wants a relationship where we can have sex all night until things get right? Just saying.
why do i feel like this classroom is set up like some final destination type shit ? lol,Why do I feel like this classroom is set up like some Final Destination type of situation? Laughing out loud.
hot ass room + walking everywhere + no fast food = one FINE ass taylor :),Hot room + walking everywhere + no fast food = one very attractive Taylor.
am i a fool for youu ? or is there a force behind my actions ?,Am I a fool for you? Or is there a force behind my actions?
all unanswered questions that can be solved by one night .. one night we will never get .,All unanswered questions that could be solved by one night... one night we will never get.
im not walking my ass back to abernathy . i refuse . yall can have that .,I am not walking back to Abernathy. I refuse. You all can have that.
done packing . finna watch the tv looky box til i get that call in the morning saying we in the way .,I'm done packing. I'm going to watch the television until I get that call in the morning saying we're on our way.
"I can't see em coming down my eye, so I gotta make the song cry","I can't see them coming down my eye, so I have to make the song cry."
"Its like as soon I cum,I come to my senses. I would say these hoes names then I would be snitching","As soon as I climax, I come to my senses. I would say these women's names, then I would be snitching."
The feeling of knowing that you don't have to wake up in the morning &gt;&gt;&gt;&gt;,The feeling of knowing that you don't have to wake up in the morning is greater than anything.
I don't catch sub tweets no more cause I rarely scroll down my TL anymore I just tweet and get off lol,I don't read between the lines on Twitter anymore because I rarely scroll down my timeline. I just tweet and then get off.
I met that girl I had to spoil her cause that girl she so #loyal,I met that girl and I had to spoil her because that girl is so loyal.
Its funny how my name always in your mouth but your name doesn't cross my mind,"It's funny how my name is always in your mouth, but your name doesn't cross my mind."
Really bout to blow this nigga phone up and tell him what's on my mind!,I'm really about to blow up this person's phone and tell them what's on my mind!
I dnt think about sex in my life like that i rather do it to tha bitch i use to fuck D.G but shit she hate me tragic,"I don't think about sex in my life like that. I'd rather do it with the woman I used to sleep with, D.G., but she hates me, which is tragic."
Yu always gotta have ah bitch that got yo back if yu dnt yu aint shit,"You always have to have a woman that has your back. If you don't, you're not worth anything."
Yu want me too come ova so we can tlk but I just want to come ova just so we can fuck if yu aint dwn den move around (just words spoken),"You want me to come over so we can talk, but I just want to come over so we can have sex. If you're not down, then move around."
ummm how tf you tell me to text you but you dont text back !? . #subtweet,"How do you tell me to text you, but you don't text back? #subtweet"
#10thingsaboutmycrush he got gum stuck on his arm from when he was a baby .,#10thingsaboutmycrush he got gum stuck on his arm from when he was a baby.
i remember that day #oomf pulled my bathing suit string &amp; my bottoms came off in the pool &lt;&lt;&lt; dfl .,I remember that day when my friend pulled my bathing suit string and my bottoms came off in the pool. That was so embarrassing.
somebody deleted Ruzzle off my phone * grabs knife * who dying tonight !? .,Someone deleted Ruzzle off my phone. Who's dying tonight?!
Females always tryna argue wen ah nigga haven a bad day jus shutupbitch  #These Hoez Be Actin Up....,"Females always try to argue when a guy is having a bad day. Just shut up, bitch. #TheseWomenAreActingUp"
Gotti make some of these females look like fools and they be ready to claim the title,"Gotti makes some of these females look like fools, and they're ready to claim the title."
Mind jus rewinded all da way bak watchn my nigga @SterloC4 highlight tape.. We ran da tournaments.. Outta twn n all..,"My mind just rewinded all the way back, watching my guy @SterloC4's highlight tape. We ran the tournaments, out of town and all."
If ah nigga every wanna think about hitting me mf u betta twice on me I will fight niggaz too I'm just saying I'm not or I'm not scared!!!,"If a guy ever wants to think about hitting me, you better think twice. I will fight guys too, I'm just saying I'm not scared."
"If you gone tell sumn , tell when I said it help , don't wait til fuckin weeks later","If you're going to say something, say it when I said it helped, don't wait until weeks later."
"So she cooking pig feet , neck bones , black eye peas , greens , and corn bread ...,tf , ion eat none of that shit","She's cooking pig feet, neck bones, black-eyed peas, greens, and cornbread. What the heck, I don't eat any of that stuff."
