standard_american_english,aae_from_sae
"Damn, I thought me and you were better than this. I thought you liked me.","Damn, I thought me an' you was bettah dan dis. I thought you liked me."
"You saying that's your girl isn't saying anything like prank callers, because it's a small world and hoes make it even smaller.","You sayin' dat's yo' girl ain't sayin' anythin' like prank callahs, 'cause it's a small world an' hoes make it even smallah."
"So when they lose in the Super Bowl, where will your dickeater be then?","So when dey lose in da Super Bowl, where yo dickeatin' ass gon' be den?"
"Yes, I'm about to go to my aunt's place because it's my little cousin's birthday, but I'll be back.","Yeah, 'bout to head to my auntie's crib 'cause it's my lil' cousin's birthday, but I'ma be back."
"God, forgive me for the sins I have committed and the ones I will commit in the future.","Lawd, forgive me fo' da sins I done committed an' da ones I'ma commit in da future."
"This girl at school tried to grind on me. Oh no, she was a nasty, disgusting person. I would never grind on her.","Dat girl at school tried ta grind on me. Nah, she was a nasty, disgusting person. I ain't neva gon' grind on her."
"My room is not messy, it is an obstacle course designed to keep me fit.","My room ain't messy, it's an obstacle course designed ta keep me fit."
"People kill me when they say I'm thick as fuck. Come on now, I'm not that thick.","People be trippin' when dey say I'm thick as fuck. Come on now, I ain't dat thick."
It is not like the first time I am trying to tell you I can blow your mind.,It ain't the first time I'm tryna tell ya I can blow yo mind.
"I did you wrong, you did me wrong. I'll take you back, you take me back.","I done you wrong, you done me wrong. I'll take you back, you take me back."
"Laughing my ass off, this fool is about to be 21 and got a 16 year old pregnant. #Maury","Laughin' my ass off, dis fool 'bout to be 21 an' got a 16 year old pregnant. #Maury"
"I beat Josh's ass in 2K13 today... With LeBron, he beat me in Madden but I destroyed him on 2K. #SouthBeachIsKING","I beat Josh's ass in 2K13 today... Wit' LeBron, he beat me in Madden but I destroyed him on 2K. #SouthBeachIsKING"
I wonder if the people who don't deserve what I want go through what I go through...,I wonder if the folks who don't deserve what I want go through what I go through...
He has done that throughout his entire career. Why stop now? It obviously worked out alright for him.,He been doin' dat his whole career. Why stop now? It obviously worked out aight fo' him.
"If you all mess with my big brother, I will have you sleeping with the fishes!","If y'all mess wit' my big bro, I'ma have y'all sleepin' wit' da fishes!"
"I lowkey miss my state friends. I get to see them next week, so it's cool!","I kinda miss my state folks. I'ma get ta see 'em next week, so it's cool!"
"I'm supposed to be having lunch with someone, but I don't know if I'm going to wake up in time.","I s'posed ta be eatin' lunch wit' somebody, but I don' know if I'ma wake up in time."
"Haha! Hey LaQuanda, I have 4 people on hold but I can talk!","Haha! Hey LaQuanda, I got 4 folks on hold but I can talk!"
Am I the only one who wants a relationship where we can have sex all night until things get right? Just saying.,Ain't nobody else want a relationship where we can be gettin' it on all night 'til we get it right? Just sayin'.
Why do I feel like this classroom is set up like some Final Destination type of situation? Laughing out loud.,"Fo' real, dis classroom feel like some Final Destination type a situation, ya feel me? Haha."
Hot room + walking everywhere + no fast food = one very attractive Taylor.,"Hot room + walkin' everywhere + no fast food = one fine lookin' Taylor, ya dig?"
Am I a fool for you? Or is there a force behind my actions?,Am I a fool fo' you? Or is there some kinda force behind what I'm doin'?
All unanswered questions that could be solved by one night... one night we will never get.,All dem unanswered questions could be solved by one night... one night we ain't never gonna get.
I am not walking back to Abernathy. I refuse. You all can have that.,I ain't walkin' back to Abernathy. I ain't doin' it. Y'all can have that.
I'm done packing. I'm going to watch the television until I get that call in the morning saying we're on our way.,I'm done packin'. Imma watch TV 'til I get that call in the mornin' sayin' we on our way.
"I can't see them coming down my eye, so I have to make the song cry.","I can't see 'em comin' down my eye, so I gotta make the song cry."
"As soon as I climax, I come to my senses. I would say these women's names, then I would be snitching.","Soon as I climax, I come to my senses. I'd be sayin' these women's names, then I'd be snitchin'."
The feeling of knowing that you don't have to wake up in the morning is greater than anything.,The feelin' of knowin' you ain't gotta wake up in the mornin' is better than anythin'.
I don't read between the lines on Twitter anymore because I rarely scroll down my timeline. I just tweet and then get off.,I don't be readin' between the lines on Twitter no more 'cause I hardly scroll down my timeline. I just tweet an' then get off.
I met that girl and I had to spoil her because that girl is so loyal.,I met dat girl an' I had ta spoil her 'cause dat girl be so loyal.
"It's funny how my name is always in your mouth, but your name doesn't cross my mind.","It's funny how my name always be in yo' mouth, but yo' name don't cross my mind."
I'm really about to blow up this person's phone and tell them what's on my mind!,I'm 'bout ta blow up dis person's phone an' tell 'em what's on my mind!
"I don't think about sex in my life like that. I'd rather do it with the woman I used to sleep with, D.G., but she hates me, which is tragic.","I don't think 'bout sex in my life like dat. I'd rather do it wit' da woman I used ta sleep wit', D.G., but she hate me, which be tragic."
"You always have to have a woman that has your back. If you don't, you're not worth anything.","Ya gotta have a woman who got yo back. If ya ain't got one, ya ain't worth nothin'."
"You want me to come over so we can talk, but I just want to come over so we can have sex. If you're not down, then move around.","Ya want me ta come over so we can talk, but I just wanna come over so we can get it on. If ya ain't down, then move on."
"How do you tell me to text you, but you don't text back? #subtweet","How you tellin' me ta text you, but you ain't textin' back? #subtweet"
#10thingsaboutmycrush he got gum stuck on his arm from when he was a baby.,#10thingsaboutmycrush he got gum stuck on his arm from when he was a baby.
I remember that day when my friend pulled my bathing suit string and my bottoms came off in the pool. That was so embarrassing.,I 'member that day when my friend pulled my swimsuit string an' my bottoms came off in the pool. That was so embarrassin'.
Someone deleted Ruzzle off my phone. Who's dying tonight?!,"Dang, someone done deleted Ruzzle off my phone. Ain't nobody gettin' off easy tonight!"
"Females always try to argue when a guy is having a bad day. Just shut up, bitch. #TheseWomenAreActingUp","Them females always tryna argue when a brotha havin' a bad day. Nah girl, just shut yo' mouth."
"Gotti makes some of these females look like fools, and they're ready to claim the title.","Gotti be makin' some of these females look real foolish, an' they ready to claim the title."
"My mind just rewinded all the way back, watching my guy @SterloC4's highlight tape. We ran the tournaments, out of town and all.","My mind just rewound all the way back, watchin' my boy @SterloC4's highlight tape. We ran them tournaments, out of town an' all."
"If a guy ever wants to think about hitting me, you better think twice. I will fight guys too, I'm just saying I'm not scared.","If a brotha ever wanna think 'bout hittin' me, he better think twice. I'll fight guys too, ain't no thang."
"If you're going to say something, say it when I said it helped, don't wait until weeks later.","If you gon' say somethin', say it when I said it helped, don't wait 'til weeks later."
