standard_american_english,sae_labels
"Called to check on me and the girls, and told me he bought me something just because he thought of me. I'm a good woman, and I deserved it :-).",Positive
"My new attitude; I've got to maintain it! I've taken care of boys in the past...now it's time for someone to spoil me. OAN, we're just friends.",Positive
No way! I'm not accepting any kind of ridiculous or baseless proposals if the situation isn't quite what it's cracked up to be!,Negative
"@ImSo_WitDa_Shyt Hey, you're always trying to leave! You're making me sick. I need to have a talk with you, though. Real shady friend!",Negative
"Well, today a lot of people seem to be upset! Because 'isn't' isn't my favorite word. Hell, I quit saying that too.",Negative
"Grandma said this music was chill, no need to bump and grind all the time....lol",Neutral
@sonomadrem12 They are fine. I went to Dale's this weekend had one and got hooked.,Positive
"I'm not saying I have everything, but I do have a good head on my shoulders that will help me achieve everything in life!",Positive
@JuiceLaflare And you didn't tell me... I'm going to be on that side on Friday. I need to see you.,Neutral
"I'll tell you about those individuals with Sharon Black Bottoms who are involved in crack cocaine use... well, that one individual.",Negative
"I was waiting for my turn, but forget it, I'm not about to fight with you... I'm just going to knock you out.",Negative
"@Ace_EnCrYpTiOn Yes, nanny with an age requirement... you sound like the lady at Waffle House, lol.",Neutral
"@Ace_EnCrYpTiOn LMAO, we need to contact Leon... because when I'm having a bad day, that would give me a whole new perspective on life.",Positive
"So you got your hair done yesterday and it's in this tight ponytail, which is quite unusual...sad story.",Negative
"I don't know what to say, there's nothing more to add.",Neutral
"This is completely untrue once again, don't worry about Chelsey Bennett. I mean, nobody is against you.",Neutral
"Oh, I believe my friends only enjoy spending time with me so they can make me twerk because every time a twerking song comes on, they immediately start dancing.",Neutral
"So, is anyone going to come with me to see The Texas Chainsaw Massacre?",Neutral
"Despite the Bs last night, I had fun with my sisters @Pretty_Grl_shit, @OooYuLIKEdatHuh, @YaeeNicolee while we were out drinking cheap beer (as noted by Jennings police).",Positive
"@Money_OverBS Absolutely, when I was in those handcuffs, I was sweet-talking him. I wasn't trying to get into trouble.",Neutral
"Because throwback Thursday, I've been having one of those moments... But I keep my cool.",Neutral
"Sitting here telling myself I'm definitely not going back to the hospital, but I'm going to mess around tonight.",Neutral
I really need to catch up with @cha_bizzle. We used to talk every second until we didn't know each other's numbers anymore. I don't like this breakup!,Negative
"But anyway, enough of that lovey-dovey stuff. As of now, I'm still single, LOL.",Neutral
"Stupid girls will always get deceived if you're foolish, don't share my content.",Negative
"If you've been selling drugs for some years and don't have anything to show for it, consider turning yourself in or seeking help.",Neutral
"Come on, let's go for a ride. Let's smoke together. We can listen to Jodeci. I'll drive you. Roll the weed, and when we're done smoking, you'll be blowing my mind.",Positive
"@_Deniquee lol oh wow, me too! I'm still in this difficult situation, but you're free!!",Positive
"Damn, man... I swear it's always something... I feel like an African American can't win for losing.",Negative
I have to go fill out an application for renting a center. I hope they will show me some favorable treatment.,Neutral
"No, I really woke up because Kay left the heat on! What a mess! I couldn't breathe.",Negative
"Then he was about to call the police, saying he had her car for too long, and trusting she would have.",Neutral
I am going to work in the salon and continue my Certified Nursing Assistant (CNA) certification until I continue my education in nursing.,Neutral
Two birds flew into the house this week. Please keep me and my family in your prayers.,Neutral
"I can't wait to one day open up #ClubMercedes. My stuff will be the top-notch stuff yet, a strip club with a daycare.",Positive
"Wake up to get my cake. Taught by the best, I'm going to grind for this. It's a process, but my name is HUSTLE.",Positive
"That's just messed up, my head. Now my feet are too small for your shoe. What the heck! #MyLoveForPinkBootsIsStrongForBothFeetAndToes!",Negative
"Oh my goodness, I miss my favorite daughter so much. Just don't know her well, but I need some advice from her. She has the best advice! :-) :-)",Positive
"HE KNEW I WAS MAD, LED ME TO BE BUT I'M KNOWN FOR A FACT HE CAN'T STOP IT WITH #FACT",Neutral
@Shona_BhaddAf AN I DON'T CARE WHAT KIS FRIENDS SAY WE HAD WAS LIKE JAY Z AND BEYONCE :-):-),Positive
"Girl, don't say anything else to me. You just spit out every word that came out of your mouth!",Negative
"@HushandSwallow @Shona_BhaddAf Wow, his hormones are acting up already:-)LOL I'm not ready to be a father yet:-)",Neutral
"My sister said she has to confront me. Wow, that must be serious!",Neutral
Just got sent home for the rest of the day! And my mom just blew dust out of me!,Negative
"#OOMF, my baby's father is upset with me because I told her he was trying to talk to me. Well, you did! Move on!",Neutral
"I don't even think before I make a move, and I never leave the house without the tool.",Neutral
"They show your mom what she wants, even keeping the baby and him in the same house with you, but she cares about them. #BITKHPLEASE",Negative
"I'm saving things, you know, like I know, the world knows she really handled that situation well.",Positive
I suppose I'll finish removing my braids first before deciding on any other actions.,Neutral
People will only tell you what they want you to know if you've already told someone everything.,Neutral
"Bad girls aren't good, good girls aren't fun, college girls fall for thugs, hood girls want college guys.",Negative
"I remember back in high school during practice, I was always the one to make the two big free throws to stop us from losing, and my team should thank me.",Positive
"A guy said, I want to date these girls with large buttocks because I need more variety in my life, haha, I'm embarrassed by this, TRU.",Negative
I pay you to put your work in front of me. #That'sWhatSheSaidSeriously,Neutral
Cars are no longer sufficient; a truck is needed for that back seat service ;),Positive
"Girl 1 wants to date two guys, Girl 2 wants to be blown away in the rain, Girl 3 wants a desk at work, Girl 4 wants to be on stage with a crowd. Which girl are you?",Neutral
