text,sentiment
I'm working on my class work &amp; my Systematic book is schedule for delivery in the A.M. I will complete me tasks with God's guidance.,Positive
"SHE RIDING WITH ME,  I GO ON THE RUN SHE HIDING WITH ME,  POLICE SNATCH US UP SHE LYING WITH ME",Negative
"I wonder where my bf at haven't talked to him since new years I'm such a bad gf ,@Da_King822",Negative
"@xPrettyMovement why you so infuriated? ( I learned that word about 2 days ago) definition~mad,",Negative
its bout time to put in that work on the  field and and off the field time to get noticed,Positive
that how u can really tell dwight howard means somthing to the lakers i didnt see it but i do now,Positive
"so me nd Miata going to get gym memberships gone see how long this Last,both are lazy asses",Negative
Not very good at expressin my self!!!!!!...but if u pist me Da fuck off!!!!...am going Ham on dat ass!!!,Negative
I want 2 cry! My memory card is out of there eveything is gone.  All my music is all I really care about,Negative
"Just ripped my favorite boxers when I bend down. Ill be fixing then, I guess my butt got bigger",Negative
I thank god for not blessing me with a sister cus niggas tend to do the most y'all would get tired of hearing my name on the scanner,Negative
@1brwneyedbeauty Sprint need to get wit it then. U got the message bout the banquet?,Neutral
I'm still rocking with #LanceArmstrong  he didn't use performance enhancers to beat cancer so he's still an inspiration #LiveStrong,Positive
"Called to check on me &amp; the girls &amp; told me he bought me something just because he thought of me, im a good woman, &amp; i deserved it :-)",Positive
My NEW attitude&gt;&gt;&gt;&gt;&gt;&gt;&gt;gotta keep it!!! Ive took care of BOYS in the past...now its time for someone to spoil me OAN WE JUST FRIENDS :-),Positive
-BS! iaint acceptin no rinq or no bs assx perposal if dha niqqah aint qt hisx shyt taqedtah !,Negative
@ImSo_WitDa_Shyt  yhoo alwaysx tryna leave ! biytch yhoo make meeh sick . ineed tah have ah tawk widt chu tho . real shyt friend !,Negative
-well tahday alotta mfs qne beeh pissed ! kuz no isx my favorite word . hell iqt shyt tah do too ..!,Negative
"Gma said this music wuz chill, no need to bump n grind all the time....lol",Positive
@sonomadrem12 they are fye.   I went to Dales this weekend had one and got hooked,Positive
Im not saying I got EVERYTHING but I do gotta good head on my shoulders that will gain me everything in life!,Positive
@JuiceLaflare nd yuu aint tell me.. im gon be on that side friday. Imma need to see yuu,Positive
Ill tell yuu bout those sharon black bottom crack heads... well that one crack head,Negative
Was waiting on mii arm but fuck it I aint bout to fight wit yu... imma just knock yo ass out,Negative
@Ace_EnCrYpTiOn yes nanny with a age requirement... yuu sound like the lady at Waffle House lol,Neutral
@Ace_EnCrYpTiOn lmao we need to contact leon.... cause when im having a bad day that would give me all kinds of life,Positive
So yuu got yuur hair done yesterday and its in this nappy ass pony-poof like normal...sad story,Negative
Blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah!,Neutral
This is straight bullshit once again don't fucking worry about Chelsey Bennett I mean nobody fuck y'all,Negative
Lhh I think my friends only like kickin it with me so dey can make me TWERK bc evrytime a twerkin song cum on they b hit dat shyd shaunyyyyy,Negative
So Is ANYBODY gone cum with me to see Texas Chainsaw Massacre with me ????,Neutral
"Despite the Bs Last nite I had fun w/ my sistas @Pretty_Grl_shit ,@OooYuLIKEdatHuh ,@YaeeNicolee With our $2 hoein ass(says jennings police)",Positive
@Money_OverBS damn fcking right whn I was in Dem cuffs I was sweet talking his I wasn't tryna go down,Positive
Bc tbt i been having one of them moments ... But I keep my cool,Neutral
Sitting Telling myself I'm def NOT goin bck to de hospital but ima fck around go tonight,Negative
"I really need to catch up w/@cha_bizzle we went from talking EVERY sec til not knowing each other number ,ion like dis break up !!!",Negative
But anyway enough of that lovey dovey shyd as of NOW I'm still single lol,Neutral
Dumb hoes always gone get Played if you a dumb hoe dont retweet my shit,Negative
If you been selling drugs for some years and dont have shit to show for. Kill yo self or turn yo self in lol,Negative
COME ON LETS RIDE COME SMOKE WIT ME WE CAN LISTEN TO JODECI ILL DRIVE U ROLL THE WEED AND WHEN WE FINISH SMOKING ULL B STOKING ON ME,Positive
@_Deniquee lml ohhh ctfu me too iam still in this fucking hell hole you free !!,Negative
Damn man .. I swea itz always summn .. Feel like ah nigga Caint win fa losing,Negative
Gotta go fill out ah app fa rent a Center . Hope dem hoes show meh some love,Neutral
Naw I really woke up cus Kay left the HEAT on!! Tf!! I couldn't breath,Negative
Then was bout to call the police say he had her car too long oh and trust she would have,Negative
Im gonna work in the salon and continue my CNA til I continue my education in nursing,Positive
"two birds flew in the house this week . plz keep me and my fam in prayers , ..",Neutral
"can't wait to one day open up #clubMERCADiES . my shit qone be the dope 'st shit yet , .. . strip club w. ay daycare .",Positive
"wake up to qet my cake . tauqht by the best , ima qrind for this shit .. its' ah process but my name HUSTLE .",Positive
DATS SHIDD JUS FUCKD MII.HEAD YUH NOW MII FEET SMALL AF AN YUH PUT YO SHID N MII SHOE WTF!!!!#MII LOVE PINK BOOTS DO BOTH PARE DOE!!!&lt;&lt;&lt;&lt;,Negative
OWEEEEE IM MISSS MIIII FAVVVVV DAH MOST SHE.JUS DNT KNO BUT I NEED SUM ADVICE FRUM HA SHE GOT DAH BEST :-) :-),Positive
HE KNO WEN IM MAD LED ME BE BUT IM KNOWN FOE A FACT HE CANT STOP FUCKN WIDD#FACTTTTTT,Negative
@Shona_BhaddAf AN I DNT CARE WAT KIS FRANDS SAY WAD WE HAD WAS LIKE JAY AN BEYONCE :-):-),Positive
HIM:GURL DNT SAY NUN ELSE TA MEH.YUH JUS SPIT ALL ON MEH EVERY WORD DAT CAME OUT YO DAMN MOUTH !!,Negative
@HushandSwallow @Shona_BhaddAf DAMN HIS HORMOANS ACTIN UP ALREADYYY:-)LOL I AINT READY TA BE AH FATHER:-),Neutral
MII SISTA SAID SHE GOTTA 402 ME FACE TA FACE OWEEEE SHIDDD MUST BE REAL!!,Positive
JUS GOT SENT HOME FOR DAH REST OF DAH DAY!!&amp;MII MOMA JUS BLEW DF OUTTA MEHHH!!,Negative
#oomf baby daddy jus got mad at me cuz i  told her he was trynna talk to me ! Welp you did! GET OVER IT !,Negative
Ion even think b4 i make a mve n i never leave da house witout da tool,Positive
Dey showl do yo mf mama want even keep da fckn bby n he stay n da same house wyt yaw pitiful ass but she kare bout em#BITKHPLEASE,Negative
Ain savin shyt you know like i know like da wrld knw she whooped dat ass,Positive
Guess I'll Finish Taking Down My Braids First Before I Decide To Do Anything Else,Neutral
People Will Tell You Only What They Want You For To Know If You Gone Tell Some Tell It All...,Neutral
"Bad girls ain't no good, good girls ain't no fun, College girl fall for thugs, hood girl want college dude.",Neutral
"I remember back in high school at practice, I was always the one to hit the 2 big free throws to stop us from runnin my team should thank me",Positive
"A dude said, I wanna pimp these ugly girls with big booty cuz I need more bands in my life lmfao smfh TRU",Negative
I pay you to put yo thang in my face #that's what she said seriously,Negative
"Cars don't cut it no more,to need a truck for that back seat service ;)",Positive
"Girl 1 want two dudes, Girl 2 want the on blowcaine in rain, Girl 3 wants on table at work, Girl 4 wants on stage with crowd. Which girl r u",Neutral
If you treat yo girl like that girl you once wanted maybe she might be just the one open your eyes,Positive
"Fall for somebody that makes ur life better in long run cuz, just gettin it quickly ain't where its at",Positive
need plans for my 21st thinking bout going out for a big dinner then hitting up onyx hmu if you tryna come,Positive
5Months Strong ... On &amp;&amp; Off ... But for 2013 We gone stay ON ... No matter what imma always be his first lady. I love him .. #JMM&amp;KMM,Positive
"Can't sleep with all these lights on in my room Tf... I hate my ROOMMATES in tha morning &lt;&lt;== Turn'Em #Off ,, School flow",Negative
See dats why ion get into wit people cause somebody fuck it my car um going to da county...um ready to die bout mines!!!!,Negative
Its guap it ain't hip hop but i bet my diamonds bluer.. got 3 spots i got 2 drops and it ain't no nigga cooler!!!!,Positive
Cooking da work wit no gloves on so da junkies can get they grub on,Negative
Watchin my brother play battlefield 3 wit his friend jp @Sosa_BaeBae i need yo tlk to u about sumthin,Neutral
Happy first Sunday just got up my cousin keep on pullin tha cover bck Ugh I am up now,Neutral
i wish #oomf play the second round of ruzzle ' lol he scared ima whip that ass,Positive
"@Novemberr25 it is that deep , cux me and her been talked bout the situation . so for her to bring up some old shit that pissed me off",Negative
"Everyday its ah struggle, just have to pray &amp; role on its goibg to be a good day",Neutral
"Don't ask questions you know the answers to, that's like not raising ya hand when you already have the answer to the question!",Neutral
Kno yo position and know your role when it comes to being a side bitch,Neutral
Yhull come crawlin.back and ill be the one to crush u and break u like u broke me,Negative
He said he plan on coming down to SC during his break...I PRAY HE DO!!!,Positive
"#MemtionAChildhoodGame CANDYLAND I remember when me, @iTsP00CH , &amp; her brother use to LOVE play that game when i use stay at her house lol",Positive
@Adidas_Shawtii true that...only reason im taking mines cuz he gone pay for everything Ion gotta pay for nothing,Positive
Woman to Woman I know he aint right looked in my eyes and lied a thousands times I cant believe he did this to me....SO WHAT U GOING TO DO?!,Negative
My Brand is coming to see tonight im so HAPPY...I had missed my boo sooooo much,Positive
finally i woke up and smelt the coffee I understand that 2 women cant share 1 man,Neutral
@Adidas_Shawtii thats a song girl lol I gotta a man I dont need no 1 else owns,Positive
Now she like my phone after she talk so much trash bout how much i paid for it lol,Positive
@Adidas_Shawtii lol naw you know it aint like that u know my phone been off its back on now tho,Neutral
ion be doing new holiday outfits no more but let me befriend a hood rat that'll nicely cop one for me,Neutral
"my supervisor told me it's a new year, I should change how I been getting an attitude with her lately..",Neutral
"ouch my knee, my knee, my fuckin knee...I can't get that out my head lmaoooo!!!",Negative
I really thought they wanted to strap the body on the rides but they cremated him jtfoo,Negative
@_lavish wanna be all nice!! she better have something up her sleeve to get her back,Negative
St. Bernard prolly gonna make thy process stressful cuz they ain't want them niggas in they parish anyways,Negative
@_lavish it's taking forever to load..ima be done drink my petty cup of wine before it came on,Negative
@HandsomeWilly don't have a clue..lmao that was the last of it..I can offer you Ciroc or tequila tho..or punch (Arbor Mist) jtfo,Neutral
but they still let these people come back from a 20 point deficit..San Fran gon get em together,Positive
where Ms. Jenkins at?? I like to get her upset when I talk about Rihanna lmao,Positive
@Shoes_n_Tattoos lol..but they did tell me to call back at the end of the semester &amp; try to get m classes in the evening next time,Neutral
BYH if you get run over by a parade tractor tryna chase down your potential trade,Neutral
Kandy Phaedra Kenya and Porsha got that ass.... I need to do what they do,Positive
@_LovelyTaylorr 6months...I got it in August and I just took it out over the break and redid it again,Positive
"Boyfriend aint aint call a bitch,  I guess we rolling solo tonight,  he got plans but I don't tf!",Negative
