standard_american_english,sae_labels
"But anyway, enough of that lovey-dovey stuff. As of now, I'm still single, haha.",Neutral
"Foolish women will always get taken advantage of if you are a foolish woman, don't retweet my post.",Negative
"If you have been selling drugs for some years and don't have anything to show for it, kill yourself or turn yourself in, haha.",Negative
"Come on, let's ride. Come smoke with me. We can listen to Jodeci. I'll drive, you roll the weed, and when we finish smoking, you'll be stoked on me.",Positive
"Oh, me too. I'm still in this freaking hell hole. Are you free?",Negative
"Dang, it's always something. I feel like I can't win for losing.",Negative
I have to go fill out an application for rent at a center. I hope those women show me some love.,Positive
"No, I really woke up because Kay left the heat on. What the heck! I couldn't breathe.",Negative
"Then I was about to call the police and say he had her car too long. Oh, and trust that she would have.",Negative
I'm going to work in the salon and continue my CNA until I continue my education in nursing.,Positive
Two birds flew into the house this week. Please keep me and my family in your prayers.,Positive
I can't wait to one day open up #clubMERCADiES. My place is going to be the dopest yet - a strip club with a daycare.,Negative
"I wake up to get my cake. Taught by the best, I'm going to grind for this. It's a process, but my name is Hustle.",Positive
"That's messed up, it just really upset me. You know my feet are small and you put your stuff in my shoe, what the fuck?!!! I love my pink boots though, do both pairs though!!!",Negative
"Ooh, I miss my favorite, she just doesn't know, but I need some advice from her, she's got the best :-) :-)",Positive
"He knows when I'm mad, let me be, but I know for a fact he can't stop messing with me #fact",Positive
"Shona_BhaddAf and I don't care what his friends say, what we had was like Jay and Beyonce :-) :-)",Positive
"Girl, don't say anything else to me. You just spit all over me, every word that came out of your damn mouth!!",Negative
"Damn, his hormones are acting up already. Haha, I'm not ready to be a father.",Negative
"My sister said she has to meet me face to face. Oh wow, it must be serious!",Positive
I just got sent home for the rest of the day!! And my mom just blew up at me!!,Negative
"My friend's baby's father just got upset with me because I told him that he was trying to talk to me. Well, you did! Get over it!",Negative
"I don't even think before I make a move, and I never leave the house without the tool.",Negative
They should do your mother what even keep the fucking baby and he stay in the same house with your pitiful ass but she care about them #BITKHPLEASE,Negative
"I'm not saving anything, you know like I know like the world knows she whooped that ass.",Negative
I guess I'll finish taking down my braids first before I decide to do anything else.,Neutral
"People will tell you only what they want you to know if you're going to tell some, tell it all.",Neutral
"Bad girls are not good, good girls are not fun. College girls fall for thugs, hood girls want college guys.",Neutral
"In high school, during practice, I was always the one to make the two crucial free throws to prevent my team from having to run extra drills. My team should be grateful to me.",Positive
"A person said, 'I want to pimp out these unattractive girls with large posteriors because I need more money in my life.' (laughing my face off, shaking my head) That's true.",Negative
"I will pay you to put your intimate body part in my face. #That's what she said, seriously.",Negative
Cars are no longer sufficient. I need a truck for that backseat service. (winking emoji),Negative
"Girl 1 wants two men, Girl 2 wants the one on cocaine in the rain, Girl 3 wants the one on the table at work, Girl 4 wants the one on stage with the crowd. Which girl are you?",Neutral
"If you treat your girl like the girl you once wanted, maybe she might be the one. Open your eyes.",Positive
"Fall for somebody that makes your life better in the long run, because just getting it quickly is not where it's at.",Positive
"I'm thinking about going out for a big dinner for my 21st birthday, then hitting up Onyx. Let me know if you want to come.",Neutral
"For 5 months, our relationship has been on and off, but in 2013 we're going to stay on, no matter what. I will always be his first lady. I love him.",Positive
"I can't sleep with all these lights on in my room. I hate when my roommates leave the lights on in the morning. Turn them off, school is in session.",Negative
That's why I don't get into it with people because somebody messed up my car. I'm going to the county... I'm ready to die over mine!,Negative
"It's money, it's not hip hop, but I bet my diamonds are bluer. I've got 3 spots, I've got 2 drops, and there's no one cooler than me!",Positive
Cooking the work with no gloves on so the junkies can get their food.,Neutral
"Watching my brother play Battlefield 3 with his friend JP @Sosa_BaeBae, I need to talk to you about something.",Neutral
"Happy first Sunday, I just got up. My cousin keeps pulling the cover back. Ugh, I am up now.",Neutral
"I wish my friend would play the second round of Ruzzle. Lol, they're scared I'm going to beat them.",Neutral
"It is that deep, because my friend and I have already discussed the situation. So for them to bring up some old stuff that pissed me off.",Negative
"Every day is a struggle, I just have to pray and carry on. It's going to be a good day.",Positive
"Don't ask questions you already know the answers to, that's like not raising your hand when you already have the answer to the question!",Neutral
Know your position and know your role when it comes to being a side chick.,Neutral
You'll come crawling back and I'll be the one to crush you and break you like you broke me.,Negative
He said he plans on coming down to South Carolina during his break...I hope he does!!!,Positive
"CANDYLAND - I remember when me, @iTsP00CH, and her brother used to love playing that game when I would stay at her house.",Positive
"That's true...the only reason I'm taking mine is because he's going to pay for everything, I don't have to pay for anything.",Positive
