standard_american_english,aae_from_sae
"I wish I were with my partner. However, I am enjoying my day with my colleagues.","I wish I be wit my partner. But, I be havin' a good time wit my coworkers."
"My son and I have something special going on. Please don't try to interfere, or you might regret it.","My son an' me got sumfin' special goin' on. Please don't try to interfere, or you might regret it."
"@CoCoChanel_92 Yes, yes... But now that I work, I get my own. I plan to have a couple of kids so he can spoil them.","""@CoCoChanel_92 Yessir, yessir... But now I work, I get mine. Planning to have a few kids so he can spoil 'em good."""
"It appears that everyone is addressing me as Aunt Kisha or assuming I am their older sister who doesn't care much about them, lol.","It look like everybody be callin' me Aunt Kisha or thinkin' I'm their big sister who don't care bout 'em, lol."
"I'm not rushing it, I'm just eager to get that matter resolved.","Ah ain't rushin' it, Ah just eager to get dat matter resolved."
"Nobody likes drama, but his behavior is tolerable. Everything is fine; I only have a few months left.","Ah don't nobody like drama, but his behavior be tolerable. Everything be good; I only got a few months left."
@x_Monaeee Please don't tag me now. You weren't a few seconds ago. There are people fighting your battles. You're still the same intimidating person.,"""@x_Monaeee Ah don't tag me now. You wasn't tagging me a few seconds ago. There be folks fightin' your battles. You still the same intimidatin' person."""
"I like him too much to stop, but I love him way too much to continue. I think I know what I have to do.","Ai like him too much to stop, but I love him way too much to continue. I think I know what I gotta do."
Women are still upset that Rihanna reconciled with Chris Brown. It's like you all keep forgiving the same problematic man every two weeks!,Women be still mad 'bout Rihanna and Chris Brown gettin' back together. It's like y'all keep forgiving that same problematic man every two weeks!
"TWITTER: It gets exciting around 3 and 4 PM. It's like a hotline, but only for you.","TWEETER: It gettin' all hype 'round 3 and 4 PM. It's like a hotline, but just for you, ya know?"
"@rouseyG_boss I understand that you don't write me a Southern Accent, but if you invited her, you're paying! Did this happen to you?","""@rouseyG_boss Ah understands you don't write me no Southern Accent, but if you invited her, you's payin'! Did dis happen to you?"""
You've changed my entire life; I don't know what you're doing to me with your love. I'm feeling like a superhuman because of you!,"Yo, you changed my whole life, don't know what you doin' to me with that love. Feelin' like a superhuman 'cause of you!"
@FUk_A_FAiryTale I know you do hear them squeeze what you're going to do and suck him up too.,"""@FUk_A_FAiryTale Ah know you hear dem squeeze what you gon' do and suck him up too."""
"Oh, I don't know. I told Aaliyah that you were just joking, and she said, 'Oh well, Sabrina knows now.'","""Ah, ah don't know. Ah told Aaliyah you was just jokin', and she said, 'Ah well, Sabrina know now.'"""
It's undeniable that we should be together. It's unbelievable how I used to say I didn't think I would fall. The basis is needing to know if you don't know how I feel.,'It's undeniable we should be together. It's unbelievable how I used to say I didn't think I would fall. The basis is needing to know if you don't know how I feel.'
"@IonLuvTheseH_s  Darn, I thought we were better than this. I thought you liked me.","""@IonLuvTheseH_s  Ahh, I thought we was better dan dis. I thought you liked me."""
"You're saying that's your girl not saying anything, like prank callers, because it's a small world and people make it even smaller.","You be sayin' that's yo girl nuttin' to say, like prank callers, 'cause it's a small world and folks be makin' it even smaller."
"So when they lose in the Super Bowl, where will the big-hearted person be then?","""So when they lose in the Super Bowl, where'll the big-hearted person be then?"""
"@Quise_Sosa Yes, I'm about to go to my aunt's house because it's my little cousin's birthday, but I'll be back.","""@Quise_Sosa Yo, I'm 'bout to head to my aunt's place 'cause it's my little cuz's birthday, but I'll be back."""
God forgive me for the sins I have committed and those I will commit in the future.,"Lord, forgive me for the sins I done and them I gon' do in the future."
"Oh, this woman in school tried to bully me. Oh no, she was a fraud. Don't let her intimidate you.","""Ah, dis lady in school tryna bully me. Ah nah, she was a fraud. Don't let her intimidate you."""
My room is not messy; it is an obstacle course designed to keep me fit.,My room ain't messy; it's an obstacle course designed to keep me fit.
"People really bother me when they say I'm extremely intelligent. Come on now, I'm not that smart.","Folks really get on my nerves when they say I'm real smart. Yo, I ain't that bright."
It's nothing like the first time I'm trying to tell you I can blow your mind.,It ain't nothing like the first time I'm tryin' to tell you I can blow your mind.
"I made a mistake towards you, you made a mistake towards me. I will accept you back if you accept me back.","Ah made a mistake towards you, you made a mistake towards me. Ah gon' accept you back if you accept me back."
"Lmao, this person is about to turn 21 and already has a 16-year-old pregnant. #Maury","""Ahh, dis person 'bout to turn 21 n already got a 16-year-old with a bun in da oven. #Maury"""
"I defeated Josh in NBA 2K13 today... With LeBron, he challenged me in Madden, but I dominated him in NBA 2K. #SouthBeachIsKing","Ai beat up Josh in NBA 2K13 today... With LeBron, he tried to challenge me in Madden, but I straight up dominated him in NBA 2K. #SouthBeachIsKing"
I wonder if the people who don't deserve what I want go through what I go through...,Ah wonder if them folks who don't deserve what I want go through what I go through...
@BigGhostFASE he has been doing it all throughout his career. Why stop now? It obviously worked out alright for him.,"""@BigGhostFASE he been doin' it all thorough his career. Why stop now? It obvious done work out alright for him."""
"@Big__Reed @ChocoVelvetBone @MsShellyNicole If you mess with my big brother, I'll make sure you're sleeping with the fishes!","""@Big__Reed @ChocoVelvetBone @MsShellyNicole If you mess with my big brotha, I'mma make sure you's sleepin' with the fishes!"""
"I somewhat miss my friends from home. I'll get to see them next week, so it's okay!","Ah don't hardly miss my homies from home. Gonna see 'em next week, so it's all good!"
"I was supposed to have lunch with my friend, but I'm not sure if I will wake up in time.","Ah wuz 'posed ta have lunch wit ma friend, but Ah ain't sure if Ah gon wake up in time."
"Laughing out loud! Hey LaQuanda, I have four people on hold, but I can talk!","'Laffin' out loud! Hey LaQuanda, I got four peeps on hold, but I can holla!'"
Am I the only one who wants a relationship where we can be intimate all night until things are right? I know it's a bit unconventional.,Ai be the only one want a relationship where we can be intimate all night 'til things be right? I know it's a bit unconventional.
Why do I feel like this classroom is set up like some Final Destination-type situation? LOL.,"""Why I feel like dis classroom set up like some Final Destination-type situation? LOL."""
Hot room + walking everywhere + no fast food = one fine day for Taylor :),'Hot room + walkin' everywhere + no fast food = one fine day for Taylor :)'
Am I a fool for you? Or is there a force behind my actions?,Ai I a fool fu you? Ou's a' force behin ma actions?
"All unanswered questions that can be solved in one night, we will never get that opportunity.","All them unanswered questions we can solve in one night, we ain't never gon' get that opportunity."
I am not returning to Abernathy. I refuse. You can have that.,Ah ain't comin' back to Abernathy. Ah refuse. Y'all can have that.
I've finished packing. I'm going to watch TV until I receive a call in the morning saying we're on the way.,I done finished packin'. Gonna watch TV 'til I get a call in the mornin' sayin' we on the way.
"I can't see them coming down my cheek, so I have to make the song cry.","Ah can't see dem comin' down mah cheek, so ah gotta make de song cry."
"It seems as soon as I wake up, I regain my senses. I would mention these women's names, but then I would be betraying their trust.","It seem like when I wake up, I get my senses back. I'da mention them women's names, but then I'd be betrayin' their trust."
The feeling of knowing that you don't have to wake up in the morning is overwhelming.,"Ah feel like, ya know, when ya don't gotta wake up in de mornin', it's just straight overwhelming."
