standard_american_english,african_american_english
"@FUk_A_FAiryTale I know you can hear them. What are you going to do, sleep with him and then leave?",@FUk_A_FAiryTale i knw yu do hear em squeeze wat yu gne fuk nd suck him up t2
"Laughing hard, I don't know. I told Aaliyah you were just joking, and she said, 'Oh well, Sabrina knows now.'","Lhh, idk I told aaliyah you was just playing &amp; she said oh well sabrina know now ,"
It's undeniable that we should be together. It's unbelievable how I used to say that I would never fall for anyone. The basis is I need to know if you don't know how I feel.,It's undeniable dat we should  b togetha unbelievable how I use to say I dat ill fall neva the basis is need 2 kno if u dont kno  how I feel
I can't believe this is happening between us. I thought you liked me.,@IonLuvTheseH_s  damn I thought me and you were better than this I thought u liked me
"You saying that's your girl doesn't mean anything, just like prank callers, because it's a small world and people make it even smaller.",You saying that's yo girl ain't saying shit like prank callers cause it's a small world and hoes make it even smaller.
"So when they lose in the Super Bowl, where will your friend be then?",So wen they lose in the super bowl where ya dickeater gonna b at den ?
"Yes, I'm about to go to my aunt's house because it's my little cousin's birthday, but I'll be back.",@Quise_Sosa yea im bout to slide to my aunt crib cause its my lil cousin bday but i b back
God forgive me for the sins I have committed and the ones I will commit in the future.,God forgive me for the sins i did and the i will do in the future
"This girl in school tried to confront me. Oh no, she was a complete mess, I can't believe it!",Yo this bitch in schoil to bay tryed to grind me up .oh no she was a fuck duck lick no lay grind her the fuck up ctfu
My room is not messy; it is an obstacle course designed to keep me fit.,"My room is not messy , it is an obstacle course designed to keep me fit ."
"It really annoys me when people say I'm very thick. Come on now, I'm not that thick.",Mfs kill me when they say im thick as FUCK come on now I ain't that thick
There is nothing like the first time. I'm trying to tell you I can blow your mind.,It ain't nothing like the first time im tryna tell u I can blow ya mind
"I did you wrong, you did me wrong. I'll take you back, you take me back.",I did u wrong u did me wrong ill take u back u take me back
"Laughing out loud, this guy is about to turn 21 and has a 16-year-old pregnant. #Maury",Lmao this fool bout to be 21 and got a 16 year old pregnant. #Maury
"I defeated Josh in 2K13 today with LeBron. He beat me in Madden, but I destroyed him in 2K. #SouthBeachIsKING","I Busted Josh Ass In 2K13 Today... With LeBron, He Fucked Me Up In Madden But I Destroyed Him On 2K' #SouthBeachIsKING"
I wonder if the people who don't deserve what I want go through what I go through.,I Wonder If THE People Who Don't Deserve What I Want Go Thur What I Go Thur...
He has done this throughout his entire career. Why stop now? It obviously worked out well for him.,@BigGhostFASE he done the shit all of his career. Why stop now? It obviously worked out aiight for him
"If you mess with my big brother, I will make sure you sleep with the fishes!",@Big__Reed @ChocoVelvetBone @MsShellyNicole yall mess with my big brutha imma have yall sleeping with the fishes !
"I lowkey miss my friends from State. I get to see them next week, so that's cool!",i lowkey miss my State friends . get to see them next week so its cool !
"I am supposed to be having lunch with someone, but I don't know if I will wake up in time.",suppose to be having lunch with oomf but idk if imma wake up in time .
"Haha! Hey LaQuanda, I have four people on hold, but I can talk!","lmao ! hey LaQuanda , i got 4 people on hold but i can talk !"
Am I the only one who wants a relationship where we can be intimate all night until things get better? Just saying.,am i the only one that wanna relationship where we can fuck all night til things get right ? ijs
Why do I feel like this classroom is set up like something out of a Final Destination movie? Laughing out loud.,why do i feel like this classroom is set up like some final destination type shit ? lol
Hot room plus walking everywhere plus no fast food equals one very attractive Taylor.,hot ass room + walking everywhere + no fast food = one FINE ass taylor :)
"Am I a fool for you, or is there a force behind my actions?",am i a fool for youu ? or is there a force behind my actions ?
All these unanswered questions could be resolved by one night... a night we will never have.,all unanswered questions that can be solved by one night .. one night we will never get .
I am not walking back to Abernathy. I refuse. You all can have that.,im not walking my ass back to abernathy . i refuse . yall can have that .
I am done packing. I am going to watch television until I get that call in the morning saying we are in the way.,done packing . finna watch the tv looky box til i get that call in the morning saying we in the way .
"I can't see them coming down my eyes, so I have to make the song cry.","I can't see em coming down my eye, so I gotta make the song cry"
"It's like as soon as I come, I come to my senses. I would say these women's names, but then I would be snitching.","Its like as soon I cum,I come to my senses. I would say these hoes names then I would be snitching"
The feeling of knowing that you do not have to wake up in the morning is incomparable.,The feeling of knowing that you don't have to wake up in the morning &gt;&gt;&gt;&gt;
"I don't catch subtweets anymore because I rarely scroll down my timeline. I just tweet and get off, lol.",I don't catch sub tweets no more cause I rarely scroll down my TL anymore I just tweet and get off lol
"I met that girl, and I had to spoil her because she is so loyal.",I met that girl I had to spoil her cause that girl she so #loyal
"It's funny how my name is always in your mouth, but your name doesn't cross my mind.",Its funny how my name always in your mouth but your name doesn't cross my mind
I am really about to blow this guy's phone up and tell him what's on my mind!,Really bout to blow this nigga phone up and tell him what's on my mind!
"I don't think about sex in my life like that; I would rather be with the girl I used to date, D.G., but she hates me. It's tragic.",I dnt think about sex in my life like that i rather do it to tha bitch i use to fuck D.G but shit she hate me tragic
"You always have to have someone who has your back; if you don't, you are not worth much.",Yu always gotta have ah bitch that got yo back if yu dnt yu aint shit
"You want me to come over so we can talk, but I just want to come over so we can have sex. If you are not down, then move on.",Yu want me too come ova so we can tlk but I just want to come ova just so we can fuck if yu aint dwn den move around (just words spoken)
"How do you tell me to text you, but you don't text back!?",ummm how tf you tell me to text you but you dont text back !? . #subtweet
#10thingsaboutmycrush he has gum stuck on his arm from when he was a baby.,#10thingsaboutmycrush he got gum stuck on his arm from when he was a baby .
I remember that day when my friend pulled my bathing suit string and my bottoms came off in the pool.,i remember that day #oomf pulled my bathing suit string &amp; my bottoms came off in the pool &lt;&lt;&lt; dfl .
Somebody deleted Ruzzle off my phone. *grabs knife* Who is dying tonight?,somebody deleted Ruzzle off my phone * grabs knife * who dying tonight !? .
Women always try to argue when a guy is having a bad day. Just be quiet.,Females always tryna argue wen ah nigga haven a bad day jus shutupbitch  #These Hoez Be Actin Up....
"Gotti makes some of these women look foolish, and they are ready to claim the title.",Gotti make some of these females look like fools and they be ready to claim the title
"My mind just rewound all the way back watching my friend @SterloC4's highlight tape. We dominated the tournaments, even out of town.",Mind jus rewinded all da way bak watchn my nigga @SterloC4 highlight tape.. We ran da tournaments.. Outta twn n all..
"If someone ever thinks about hitting me, you better think twice. I will fight too. I'm just saying I'm not scared!",If ah nigga every wanna think about hitting me mf u betta twice on me I will fight niggaz too I'm just saying I'm not or I'm not scared!!!
"If you're going to tell something, tell it when I said it helped, don't wait until weeks later.","If you gone tell sumn , tell when I said it help , don't wait til fuckin weeks later"
