aae_from_sae,standard_american_english
"Yeah, I'm 'bout to head to my auntie’s house 'cause it’s my lil cousin’s birthday, but I’ll be back.","Yes, I'm about to go to my aunt's house because it's my little cousin's birthday, but I'll be back."
"Lord, forgive me for the sins I done did and the ones I’m gon' do in the future.",God forgive me for the sins I have committed and the ones I will commit in the future.
"This girl at school tried to step to me. Oh no, she was a whole mess, I can’t believe it!","This girl in school tried to confront me. Oh no, she was a complete mess, I can't believe it!"
My room ain’t messy; it’s just an obstacle course to keep me fit.,My room is not messy; it is an obstacle course designed to keep me fit.
"It really gets on my nerves when folks say I’m real thick. Come on now, I ain't that thick.","It really annoys me when people say I'm very thick. Come on now, I'm not that thick."
Ain't nothin' like that first time. I'm tryna tell you I can blow yo' mind.,There is nothing like the first time. I'm trying to tell you I can blow your mind.
"I did you wrong, you did me wrong. I’ll take you back, you take me back.","I did you wrong, you did me wrong. I'll take you back, you take me back."
"Laughin' out loud, this dude 'bout to turn 21 and got a 16-year-old pregnant. #Maury","Laughing out loud, this guy is about to turn 21 and has a 16-year-old pregnant. #Maury"
"I took down Josh in 2K13 today with LeBron. He got me in Madden, but I wrecked him in 2K. #SouthBeachIsKING","I defeated Josh in 2K13 today with LeBron. He beat me in Madden, but I destroyed him in 2K. #SouthBeachIsKING"
I be wonderin' if the folks who don't deserve what I want go through what I go through.,I wonder if the people who don't deserve what I want go through what I go through.
He been doin' this his whole career. Why stop now? It clearly worked out for him.,He has done this throughout his entire career. Why stop now? It obviously worked out well for him.
"If you mess with my big bro, I’m gon' make sure you sleep with the fishes!","If you mess with my big brother, I will make sure you sleep with the fishes!"
"I lowkey miss my folks from State. I get to see 'em next week, so that’s cool!","I lowkey miss my friends from State. I get to see them next week, so that's cool!"
"I’m s'posed to be havin' lunch with somebody, but I don’t know if I’m gon' wake up in time.","I am supposed to be having lunch with someone, but I don't know if I will wake up in time."
"Haha! Hey LaQuanda, I got four people on hold, but I can still talk!","Haha! Hey LaQuanda, I have four people on hold, but I can talk!"
Ain't nobody else want a relationship where we can be close all night till things get better? Just sayin'.,Am I the only one who wants a relationship where we can be intimate all night until things get better? Just saying.
Why this classroom feel like it came straight outta a Final Destination movie? LOL.,Why do I feel like this classroom is set up like something out of a Final Destination movie? Laughing out loud.
"Hot room, walkin' everywhere, and no fast food? That equals one fine Taylor.",Hot room plus walking everywhere plus no fast food equals one very attractive Taylor.
"Am I a fool for you, or is it somethin' else pushin' me to do what I do?","Am I a fool for you, or is there a force behind my actions?"
All these questions I ain't got answers to could be solved by one night... a night we ain't never gonna have.,All these unanswered questions could be resolved by one night... a night we will never have.
I ain't walkin' back to Abernathy. I ain't doin' that. Y'all can have it.,I am not walking back to Abernathy. I refuse. You all can have that.
I'm done packin'. I'ma watch TV 'til I get that call in the mornin' sayin' we on the way.,I am done packing. I am going to watch television until I get that call in the morning saying we are in the way.
"I can't see 'em comin' down my eyes, so I gotta make the song cry.","I can't see them coming down my eyes, so I have to make the song cry."
"It's like as soon as I come, I come to my senses. I'd say these women's names, but then I'd be snitchin'.","It's like as soon as I come, I come to my senses. I would say these women's names, but then I would be snitching."
The feelin' of knowin' you ain't gotta wake up in the mornin' is somethin' else.,The feeling of knowing that you do not have to wake up in the morning is incomparable.
"I ain't catchin' no subtweets no more 'cause I hardly scroll down my timeline. I just tweet and bounce, lol.","I don't catch subtweets anymore because I rarely scroll down my timeline. I just tweet and get off, lol."
"I met that girl, and I had to spoil her 'cause she so loyal.","I met that girl, and I had to spoil her because she is so loyal."
"It's funny how my name stay in your mouth, but your name don't even cross my mind.","It's funny how my name is always in your mouth, but your name doesn't cross my mind."
I'm 'bout to blow this dude's phone up and tell him what's on my mind!,I am really about to blow this guy's phone up and tell him what's on my mind!
"I ain't thinkin' 'bout sex like that; I'd rather be with the girl I used to date, D.G., but she can't stand me. It's tragic.","I don't think about sex in my life like that; I would rather be with the girl I used to date, D.G., but she hates me. It's tragic."
"You gotta have somebody who got your back; if you ain't got that, you ain't worth much.","You always have to have someone who has your back; if you don't, you are not worth much."
"You want me to come through so we can talk, but I just wanna come through so we can get it on. If you ain't down, then keep it movin'.","You want me to come over so we can talk, but I just want to come over so we can have sex. If you are not down, then move on."
"How you gon' tell me to text you, but you ain't textin' back?!","How do you tell me to text you, but you don't text back!?"
#10thingsaboutmycrush he got gum stuck on his arm from when he was a lil' baby.,#10thingsaboutmycrush he has gum stuck on his arm from when he was a baby.
I remember that day when my friend pulled my bathing suit string and my bottoms just came off in the pool.,I remember that day when my friend pulled my bathing suit string and my bottoms came off in the pool.
Somebody done deleted Ruzzle off my phone. *grabs knife* Who dyin' tonight?,Somebody deleted Ruzzle off my phone. *grabs knife* Who is dying tonight?
Women always wanna argue when a dude havin' a bad day. Just be quiet.,Women always try to argue when a guy is having a bad day. Just be quiet.
"Gotti makin' some of these women look real foolish, and they ready to claim that title.","Gotti makes some of these women look foolish, and they are ready to claim the title."
"My mind just went all the way back watchin' my homie @SterloC4's highlight tape. We dominated them tournaments, even outta town.","My mind just rewound all the way back watching my friend @SterloC4's highlight tape. We dominated the tournaments, even out of town."
