standard_american_english,african_american_english
Women are still upset that Rihanna reconciled with Chris Brown. It's like you all keep forgiving the same problematic man every two weeks!,Bitches still mad Rihanna went back to Chris Brown.. Like y'all don't keep taking back the same Bum Nigga every 2 weeks!
"TWITTER: It gets exciting around 3 and 4 PM. It's like a hotline, but only for you.",TWITTER : GET'S #HORNY AROUND 3&amp;4 IT'S LIKE A #HOTLINE BUT ONLY ON YAH (((( TL)))))
"@rouseyG_boss I understand that you don't write me a Southern Accent, but if you invited her, you're paying! Did this happen to you?",@rouseyG_boss I understand dat don't write me a SA lmao but if u invited her u paying!  did this happen to u?
You've changed my entire life; I don't know what you're doing to me with your love. I'm feeling like a superhuman because of you!,"You changed my whole liiiffffeee don't know what u doin to me with your love, I'm feeling all super human you did this to me!"
@FUk_A_FAiryTale I know you do hear them squeeze what you're going to do and suck him up too.,@FUk_A_FAiryTale i knw yu do hear em squeeze wat yu gne fuk nd suck him up t2
"Oh, I don't know. I told Aaliyah that you were just joking, and she said, 'Oh well, Sabrina knows now.'","Lhh, idk I told aaliyah you was just playing &amp; she said oh well sabrina know now ,"
It's undeniable that we should be together. It's unbelievable how I used to say I didn't think I would fall. The basis is needing to know if you don't know how I feel.,It's undeniable dat we should  b togetha unbelievable how I use to say I dat ill fall neva the basis is need 2 kno if u dont kno  how I feel
"@IonLuvTheseH_s  Darn, I thought we were better than this. I thought you liked me.",@IonLuvTheseH_s  damn I thought me and you were better than this I thought u liked me
"You're saying that's your girl not saying anything, like prank callers, because it's a small world and people make it even smaller.",You saying that's yo girl ain't saying shit like prank callers cause it's a small world and hoes make it even smaller.
"So when they lose in the Super Bowl, where will the big-hearted person be then?",So wen they lose in the super bowl where ya dickeater gonna b at den ?
"@Quise_Sosa Yes, I'm about to go to my aunt's house because it's my little cousin's birthday, but I'll be back.",@Quise_Sosa yea im bout to slide to my aunt crib cause its my lil cousin bday but i b back
God forgive me for the sins I have committed and those I will commit in the future.,God forgive me for the sins i did and the i will do in the future
"Oh, this woman in school tried to bully me. Oh no, she was a fraud. Don't let her intimidate you.",Yo this bitch in schoil to bay tryed to grind me up .oh no she was a fuck duck lick no lay grind her the fuck up ctfu
My room is not messy; it is an obstacle course designed to keep me fit.,"My room is not messy , it is an obstacle course designed to keep me fit ."
"People really bother me when they say I'm extremely intelligent. Come on now, I'm not that smart.",Mfs kill me when they say im thick as FUCK come on now I ain't that thick
It's nothing like the first time I'm trying to tell you I can blow your mind.,It ain't nothing like the first time im tryna tell u I can blow ya mind
"I made a mistake towards you, you made a mistake towards me. I will accept you back if you accept me back.",I did u wrong u did me wrong ill take u back u take me back
"Lmao, this person is about to turn 21 and already has a 16-year-old pregnant. #Maury",Lmao this fool bout to be 21 and got a 16 year old pregnant. #Maury
"I defeated Josh in NBA 2K13 today... With LeBron, he challenged me in Madden, but I dominated him in NBA 2K. #SouthBeachIsKing","I Busted Josh Ass In 2K13 Today... With LeBron, He Fucked Me Up In Madden But I Destroyed Him On 2K' #SouthBeachIsKING"
I wonder if the people who don't deserve what I want go through what I go through...,I Wonder If THE People Who Don't Deserve What I Want Go Thur What I Go Thur...
@BigGhostFASE he has been doing it all throughout his career. Why stop now? It obviously worked out alright for him.,@BigGhostFASE he done the shit all of his career. Why stop now? It obviously worked out aiight for him
"@Big__Reed @ChocoVelvetBone @MsShellyNicole If you mess with my big brother, I'll make sure you're sleeping with the fishes!",@Big__Reed @ChocoVelvetBone @MsShellyNicole yall mess with my big brutha imma have yall sleeping with the fishes !
"I somewhat miss my friends from home. I'll get to see them next week, so it's okay!",i lowkey miss my State friends . get to see them next week so its cool !
"I was supposed to have lunch with my friend, but I'm not sure if I will wake up in time.",suppose to be having lunch with oomf but idk if imma wake up in time .
"Laughing out loud! Hey LaQuanda, I have four people on hold, but I can talk!","lmao ! hey LaQuanda , i got 4 people on hold but i can talk !"
Am I the only one who wants a relationship where we can be intimate all night until things are right? I know it's a bit unconventional.,am i the only one that wanna relationship where we can fuck all night til things get right ? ijs
Why do I feel like this classroom is set up like some Final Destination-type situation? LOL.,why do i feel like this classroom is set up like some final destination type shit ? lol
Hot room + walking everywhere + no fast food = one fine day for Taylor :),hot ass room + walking everywhere + no fast food = one FINE ass taylor :)
Am I a fool for you? Or is there a force behind my actions?,am i a fool for youu ? or is there a force behind my actions ?
"All unanswered questions that can be solved in one night, we will never get that opportunity.",all unanswered questions that can be solved by one night .. one night we will never get .
I am not returning to Abernathy. I refuse. You can have that.,im not walking my ass back to abernathy . i refuse . yall can have that .
I've finished packing. I'm going to watch TV until I receive a call in the morning saying we're on the way.,done packing . finna watch the tv looky box til i get that call in the morning saying we in the way .
"I can't see them coming down my cheek, so I have to make the song cry.","I can't see em coming down my eye, so I gotta make the song cry"
"It seems as soon as I wake up, I regain my senses. I would mention these women's names, but then I would be betraying their trust.","Its like as soon I cum,I come to my senses. I would say these hoes names then I would be snitching"
The feeling of knowing that you don't have to wake up in the morning is overwhelming.,The feeling of knowing that you don't have to wake up in the morning &gt;&gt;&gt;&gt;
I no longer read sub-tweets because I rarely scroll down my timeline anymore; I just tweet and leave. LOL,I don't catch sub tweets no more cause I rarely scroll down my TL anymore I just tweet and get off lol
I met that girl; I had to spoil her because she is so loyal.,I met that girl I had to spoil her cause that girl she so #loyal
"It's funny how your name is always on my mind, but my name doesn't cross yours.",Its funny how my name always in your mouth but your name doesn't cross my mind
I'm really considering calling this person and expressing my thoughts to them.,Really bout to blow this nigga phone up and tell him what's on my mind!
"I don't think about sex in my life in that way; I'd rather engage with the woman I used to be intimate with, D.G., but it's unfortunate that she doesn't reciprocate my feelings.",I dnt think about sex in my life like that i rather do it to tha bitch i use to fuck D.G but shit she hate me tragic
"You always need to have a friend who has your back if you don't, you're nothing.",Yu always gotta have ah bitch that got yo back if yu dnt yu aint shit
"You want me to come over so we can talk, but I just want to come over so we can be intimate if you're not down, then just move around (just words spoken).",Yu want me too come ova so we can tlk but I just want to come ova just so we can fuck if yu aint dwn den move around (just words spoken)
"Um, how can you ask me to text you but you don't text back? #subtweet",ummm how tf you tell me to text you but you dont text back !? . #subtweet
Top 10 things about my crush: He has gum stuck on his arm from when he was a baby.,#10thingsaboutmycrush he got gum stuck on his arm from when he was a baby .
I remember that day when my friends accidentally pulled my bathing suit string and my bottoms fell off in the pool. #awkward.,i remember that day #oomf pulled my bathing suit string &amp; my bottoms came off in the pool &lt;&lt;&lt; dfl .
Someone removed Ruzzle from my phone. *grabs knife* Who will be eliminated tonight!?,somebody deleted Ruzzle off my phone * grabs knife * who dying tonight !? .
"Women always try to argue when a man is having a bad day; just be quiet, please. #TheseWomenAreActingUp",Females always tryna argue wen ah nigga haven a bad day jus shutupbitch  #These Hoez Be Actin Up....
