standard_american_english,sae_labels
"Despite the drama last night, I had fun with my sisters @Pretty_Grl_shit, @OooYuLIKEdatHuh, @YaeeNicolee with our $2 antics (as the Jennings police say).",Positive
"@Money_OverBS damn right, when I was in those handcuffs, I was sweet-talking him; I wasn't trying to go down.",Negative
"Because to be honest, I've been having one of those moments... but I keep my cool.",Neutral
"Sitting here telling myself I'm definitely not going back to the hospital, but I might end up going tonight.",Negative
I really need to catch up with @cha_bizzle. We went from talking every second to not even knowing each other's numbers. I don't like this breakup!,Negative
"But anyway, enough of that lovey-dovey stuff. As of now, I'm still single, lol.",Neutral
"Dumb people are always going to get played. If you're a dumb person, don't retweet my stuff.",Negative
"If you've been selling drugs for several years and don't have anything to show for it, consider turning yourself in or reevaluating your life.",Negative
"Come on, let's ride. Come smoke with me. We can listen to Jodeci. I'll drive, you roll the weed, and when we finish smoking, you'll be smoking with me.",Positive
"@_Deniquee lol, oh my gosh, me too! I am still in this terrible situation. Are you free?",Negative
"Damn man, I swear it's always something. I feel like a guy can't win for losing.",Negative
I have to go fill out an application for a rental center. I hope they show me some kindness.,Positive
"No, I really woke up because Kay left the heat on! What the heck! I couldn't breathe.",Negative
"Then I was about to call the police because he had her car for too long. Oh, and trust me, she would have.",Negative
I'm going to work in the salon and continue my CNA until I further my education in nursing.,Positive
Two birds flew into the house this week. Please keep me and my family in your prayers.,Neutral
"I can't wait to one day open up #clubMERCADiES. My place is going to be the dopest spot yet, a strip club with a daycare.",Positive
"I wake up to get my money. Taught by the best, I'm going to grind for this. It's a process, but my name is HUSTLE.",Positive
"That really messed me up. I can't believe you put your stuff in my shoes! What the heck! I love pink boots, but you can't do both!",Negative
"Oh wow, I miss my favorite person the most. She just doesn't know, but I need some advice from her because she gives the best.",Positive
"He knows when I'm mad, but he lets me be. I know for a fact he can't stop messing with me.",Neutral
@Shona_BhaddAf and I don't care what his friends say. What we had was like Jay and Beyoncé.,Positive
"Him: Girl, don't say anything else to me. You just spilled everything on me with every word that came out of your mouth!",Negative
"Wow, his hormones are acting up already! I am not ready to be a father!",Negative
"My sister said she has to meet me face to face. Wow, this must be serious!",Neutral
I just got sent home for the rest of the day! And my mom just blew up at me!,Negative
"My friend’s baby daddy just got mad at me because I told her he was trying to talk to me! Well, he was! Get over it!",Negative
"I don't even think before I make a move, and I never leave the house without my tool.",Neutral
"They should do you and your mother want to keep the baby and he stays in the same house with your pitiful self, but she cares about them.",Negative
"Ain't saving anything, you know like I know, like the world knows she beat that ass.",Negative
I guess I'll finish taking down my braids first before I decide to do anything else.,Neutral
"People will tell you only what they want you to know. If you're going to tell something, tell it all.",Neutral
"Bad girls aren't any good, good girls aren't any fun, college girls fall for thugs, hood girls want college guys.",Neutral
"I remember back in high school during practice, I was always the one to make the two crucial free throws to prevent us from losing. My team should thank me.",Positive
"A guy said, 'I want to impress these unattractive girls with big booties because I need more money in my life.' Laughing my ass off, shaking my head, that's true.",Neutral
"I pay you to put your thing in my face. #That's what she said, seriously.",Neutral
Cars don't cut it anymore; I need a truck for that back seat service.,Neutral
"Girl 1 wants two guys, Girl 2 wants to do cocaine in the rain, Girl 3 wants to do it on the table at work, Girl 4 wants to do it on stage with a crowd. Which girl are you?",Neutral
"If you treat your girl like the girl you once wanted, maybe she might be the one. Open your eyes.",Positive
Fall for someone who makes your life better in the long run because just getting it quickly isn't where it's at.,Positive
I need plans for my 21st birthday. I'm thinking about going out for a big dinner and then hitting up Onyx. Hit me up if you want to come.,Neutral
"Five months strong... on and off... but for 2013, we are going to stay on. No matter what, I will always be his first lady. I love him. #JMM&KMM",Positive
I can't sleep with all these lights on in my room. What the heck... I hate my roommates in the morning. Turn them off. School flow.,Negative
That's why I don't get involved with people because someone messed up my car. I'm going to the county... I'm ready to fight for what’s mine!,Negative
"It's money, it isn't hip hop, but I bet my diamonds are bluer. I have three spots and two drops, and there isn't anyone cooler!",Positive
Cooking the work without gloves on so the addicts can get their food.,Neutral
Watching my brother play Battlefield 3 with his friend JP @Sosa_BaeBae. I need to talk to you about something.,Positive
"Happy first Sunday! I just got up, and my cousin keeps pulling the covers back. Ugh, I am up now.",Neutral
"I wish my friend would play the second round of Ruzzle. Lol, he is scared; I am going to beat him.",Positive
"@Novemberr25, it is that serious because she and I have talked about the situation. So for her to bring up some old issues really upset me.",Negative
Every day is a struggle; I just have to pray and roll with it. It's going to be a good day.,Neutral
Don't ask questions you already know the answers to. That's like not raising your hand when you already have the answer to the question!,Neutral
Know your position and understand your role when it comes to being a side person.,Neutral
