aae_text,sae_text
@ChanTheMan19 you see they pot him in conf. championship gamer and he made to big catches,@ChanTheMan19 Did you see they put him in the conference championship game and he made two big catches?
Thank you Lord for waking me up this morning ...please give me the strength cuz these ppl irking my nerves,"Thank you, Lord, for waking me up this morning. Please give me the strength because these people are getting on my nerves."
I wonder how many males can lay with a female all night and not hit,I wonder how many men can lie next to a woman all night and not have sex with her.
You know the sex is good when it always feels like the first time again.,You know the sex is good when it always feels like the first time again.
I'm doing pretty good of not talking to my mom.... its been 2 days I think... HARDCORE,"I’m doing pretty well at not talking to my mom… it’s been two days, I think… HARDCORE."
Celtics lost to the Bulls now 20-19 on the season. Just take it one game at a time for number #oomf !!!,The Celtics lost to the Bulls and are now 20-19 for the season. Just take it one game at a time for number #oomf!
Chief Keef Is 17 Years Old. His Baby Mama Is In The 8th Grade. & He Is Currently In Juvi For Violating Probation. This Is Yalls Role Model?,"Chief Keef is 17 years old. His child's mother is in the 8th grade, and he is currently in juvenile detention for violating probation. This is your role model?"
Future is the new T-Pain. He sounds good doing the chorus but not so sure about the whole song.,"Future is like the new T-Pain. He sounds good singing the chorus, but I’m not so sure about him on the entire song."
I have so much to do today but my first priority this morning was to spend time with my lil mama.,"I have so much to do today, but my first priority this morning was to spend time with my little girl."
"""Lol just called my babe to tell him that ima go to the army, we're gonna get married and be together forever""","Lol, I just called my boyfriend to tell him that I’m going to join the army. We’re going to get married and be together forever."
"""Think ima go get my hair braided! I'm taking one weekend off, just me and him""","I think I’m going to get my hair braided! I’m taking one weekend off, just for me and him."
Something's are meant not to be said && I was about to say something but I'm not,"Some things are not meant to be said, and I was about to say something, but I’m not going to."
"""I know he see me tweeting this, and it's the truth. If it wasn't for him, I wouldn't love again""","I know he sees me tweeting this, and it’s the truth. If it weren’t for him, I wouldn’t love again."
My aunt is looney tho... ion know why she thinking I'm pregnant!  I gotta go,My aunt is crazy though... I don't know why she thinks I'm pregnant! I have to go.
"""Wish I was with my babe. But overall,  o enjoy my day with the co-workers""","I wish I were with my significant other, but overall, I enjoyed my day with my coworkers."
"""Me and your son has something special going on .. Don't try to fuck it up, or get fucked""","Your son and I have something special going on. Don’t try to ruin it, or there will be consequences."
@CoCoChanel_92 yes yes.... But now that I work I get my own. Ima have a couple of kids do he can spoil em,"@CoCoChanel_92 Yes, yes... But now that I work, I get my own. I'm going to have a couple of kids so he can spoil them."
It seems like Everybody child calling me aunt Kisha or they thinking I'm their big sister who don't gives two fucks about em lol,"It seems like every child is calling me Aunt Kisha or thinks I’m their big sister who doesn’t care about them at all, lol."
"""I'm not rushing it, I'm just ready to get that shit outta the way ...""","""I'm not rushing it, I'm just ready to get that stuff out of the way ..."""
"""Don't nobody like drama but his pussy ass... It's all good, I only have a couple of months left""","No one likes drama except for him... It's all good, I only have a couple of months left."
"""@x_Monaeee Hoes Please Don't Tagg Me Now , Yoo Wasn't A Few Seconds Ago , Got Niggas Fighting Yoo Battles You Still The Same Scary Ass Bitch""","""@x_Monaeee Please don’t tag me now. You weren’t a few seconds ago. You have guys fighting your battles, but you’re still the same cowardly person."""
I like him too much to stop buht I LOVE him way too much to keep goin I think I kno wat I gotta do,"I like him too much to stop, but I love him way too much to keep going. I think I know what I have to do."
Bitches still mad Rihanna went back to Chris Brown.. Like y'all don't keep taking back the same Bum Nigga every 2 weeks!,"Women are still upset that Rihanna got back together with Chris Brown, as if you all don’t keep taking back the same unreliable guy every two weeks!"
TWITTER : GET'S #HORNY AROUND 3&4 IT'S LIKE A #HOTLINE BUT ONLY ON YAH (((( TL))))),"TWITTER: Gets #horny around 3 and 4. It’s like a #hotline, but only on your timeline."
@rouseyG_boss I understand dat don't write me a SA lmao but if u invited her u paying!  did this happen to u?,"@rouseyG_boss I understand that, don’t write me a statement lol, but if you invited her, you’re paying! Did this happen to you?"
"""@ImDearlyBeloved OMG my sister  lol this girl man!  I love being around her she makes me Happy which is rare! She's a keeper""","""@ImDearlyBeloved Oh my gosh, my sister. Haha, this girl! I love being around her; she makes me happy, which is rare! She's a keeper."""
"""You changed my whole liiiffffeee don't know what u doin to me with your love, I'm feeling all super human you did this to me!""","""You changed my whole life. I don’t know what you’re doing to me with your love. I’m feeling completely superhuman—you did this to me!"""
@FUk_A_FAiryTale i knw yu do hear em squeeze wat yu gne fuk nd suck him up t2,@FUk_A_FAiryTale I know you do hear them. Squeeze—what are you going to do? Fuck and suck him up too?
"""Lhh, idk I told aaliyah you was just playing & she said oh well sabrina know now ,""","To be honest, I don’t know. I told Aaliyah you were just joking, and she said, “Oh well, Sabrina knows now.”"
It's undeniable dat we should  b togetha unbelievable how I use to say I dat ill fall neva the basis is need 2 kno if u dont kno  how I feel,"It’s undeniable that we should be together. It’s unbelievable how I used to say that I would never fall. The point is, you need to know how I feel if you don’t already know."
@IonLuvTheseH_s  damn I thought me and you were better than this I thought u liked me,"@IonLuvTheseH_s Damn, I thought you and I were better than this. I thought you liked me."
You saying that's yo girl ain't saying shit like prank callers cause it's a small world and hoes make it even smaller.,"You saying that’s your girl doesn’t mean anything, like prank callers, because it’s a small world and unfaithful women make it even smaller."
So wen they lose in the super bowl where ya dickeater gonna b at den ?,"So when they lose in the Super Bowl, where is your bandwagon fan going to be then?"
@Quise_Sosa yea im bout to slide to my aunt crib cause its my lil cousin bday but i b back,"@Quise_Sosa Yeah, I'm about to go to my aunt's house because it's my little cousin's birthday, but I'll be back."
God forgive me for the sins i did and the i will do in the future,"God, forgive me for the sins I have committed and the ones I will commit in the future."
Yo this bitch in schoil to bay tryed to grind me up .oh no she was a fuck duck lick no lay grind her the fuck up ctfu,"Hey, this girl at school today tried to insult me. Oh no, she was a joke, not worth my time—I really put her in her place. I'm cracking up."
"""Life is fair - made up of millions of moments - most of themrglorious.-Douglas Holzmeier""","""Life is fair—made up of millions of moments—most of them glorious. -Douglas Holzmeier"""
"""My room is not messy , it is an obstacle course designed to keep me fit .""",My room is not messy; it is an obstacle course designed to keep me fit.
Mfs kill me when they say im thick as FUCK come on now I ain't that thick,"People make me laugh when they say I'm really thick. Come on now, I'm not that thick."
It ain't nothing like the first time im tryna tell u I can blow ya mind,"There’s nothing like the first time. I’m trying to tell you, I can blow your mind."
I did u wrong u did me wrong ill take u back u take me back,"I did you wrong, you did me wrong. I'll take you back if you take me back."
Lmao this fool bout to be 21 and got a 16 year old pregnant. #Maury,"Laughing out loud, this guy is about to turn 21 and got a 16-year-old pregnant. #Maury"
"""I Busted Josh Ass In 2K13 Today... With LeBron, He Fucked Me Up In Madden But I Destroyed Him On 2K' #SouthBeachIsKING""","I beat Josh in NBA 2K13 today with LeBron. He beat me badly in Madden, but I destroyed him in 2K. #SouthBeachIsKING"
I Wonder If THE People Who Don't Deserve What I Want Go Thur What I Go Thur...,I wonder if the people who don’t deserve what I want go through what I go through...
"""Letting  the one come to me. I'm not waiting for nobody at this point""",Letting the right person come to me. I'm not waiting for anyone at this point.
