aae_text,sentiment
If anybody know they know I like to make ppl laugh! I like seeing people HAPPY!,positive
No matter how old you is or how much you matured you always gone have that ONE bitch you wanna beat the fuck outta of!,negative
@kelceygrammer Ain going to no damn Disney world I refuse lol! You know I'll stay my boring ass in the condo & sleep,neutral
@_PrettySeductiv I was just finna call you then I was like naaaaw she bout at work,neutral
I be tweeting songs that come on my pandora but somebody always getting offended . Ion even fuck with you . FOH whicha insecure ass!,negative
Y I'm still up...thinking abt my pass how I wish it was betta. But I'm still making it. Thanks a lot nigga pushed me away....,negative
Hoes out here geek up wut. Bitches does tha most but I will serve tha fukk out of them. Nosw wut yu got,negative
"""I ain't never been no sucka fa love, I be feeling like ah nigga treated dese niggas like they the hoe""",negative
Females Wanna Get Mad At The Next Bitch Because They Ain't Got They Nigga In Check Everybody Sharing Everybody,negative
@Prettii_Dior @_RetiredMacccc cus she bipolar & we was never cool this was my bitch literally,negative
"""The best curve on a girl is her smile (: Lol just kidding, look at dat ass.""",negative
"""@DessyShannell: @get_money_hoe33: @DessyShannell were da girls att ahhaa , i have none lol lien put me on wit someone fr fr""",neutral
If you Pussy ass fugazi niggas dont like me ull realize that I'm da realest nigga u hated on!!,negative
Dis girl said I was 8.9 da other said I was a 9 bitch ima dime,neutral
To bf spelled yo name wrong lol dumb add hoes!! Nd his bio say my wifey a diff. Name lol,negative
Every body fall in love in high skool nd say they gone be married but at the end of high school u find out who's going to be wife!!,neutral
"""@ROBCITY111AV: @yung_balla_baby to yanni lol sike nah rosedalefunny Nigga Yo we really fucked all da same hoes tho bro""",negative
"""@ROBCITY111AV: @yung_balla_baby that's word to the big hat boy !! You'll see when I come holla at ukopi kopi lol""",neutral
"""@penth0use_P: @yung_balla_baby son you had niggaz crying god lmaobitch was fronting like she was bad lml""",negative
Control ya hoe u let her talk to crazy u got baby momma drama u ain't even got u no baby !!,negative
"""@BossyTrina: @yung_balla_baby lol i dont need to grow!u really don't tho u very healthy lml""",positive
"""@audiblenostic: @BeckyBlaze2Many @yung_balla_baby HAHAHA Becky u got my back homie? LOLOLno Nigga she dont but u got my front..of my pants""",negative
"""@ROBCITY111AV: Smh there goes my name again soon change my name to rico or Gerald smh. I'm Rico Nigga Lmfao""",negative
"""@ROBCITY111AV: this nigga took my name smh how I'm not Rico tho I put dat pain Nigga lol""",negative
"""@ROBCITY111AV: #tbt gone but never forgotten lol check ya man out tho @yung_balla_baby who dat bro""",neutral
yu kno yu broke wen yu scrap up change to get yu sonething to eat bofl ahaaa,neutral
Bih so desperate all on fb looking for love hoe yu messy and nasty a bih dnt want dat sour shit,negative
Df iz n ppl head wen dey lie to dey grl sayn i love u n shit bt layn at anther bitch house talkn bout i love u to# fuck u,negative
Fuck ppl who think they can run ova tha ppl that care bout they azz...u taken advantage of ME...nt no moe hoe#fallbackhoe,negative
Up burning the midnight oil! Late Tuesday evening UPS delivered some of my textbooks for class. GOD thank you for Your bountiful blessings!,positive
I'm working on my class work & my Systematic book is schedule for delivery in the A.M. I will complete me tasks with God's guidance.,positive
"""SHE RIDING WITH ME,  I GO ON THE RUN SHE HIDING WITH ME,  POLICE SNATCH US UP SHE LYING WITH ME""",neutral
"""@Liver_thN_u: @SteveHarveyJr lmao!!! Ur ass too stupid!!!!thats u! I aint done nuthin. Thats u wakin up talkin nasty""",negative
"""@I_Aint_Friendly: @So_Ambitious18 @steveharveyjr @steveharveyjr .. Already .. U gon eat dem vegetables this time huh? Lol. Ima b caked up""",neutral
"""I wonder where my bf at haven't talked to him since new years I'm such a bad gf ,@Da_King822""",negative
@IAM_UR_FANTASY: @jpearson949 @Carmel_apple11 this aint toya this mookie n yu dnt wnt that ass tap again shameka so stay the fuc out my way,negative
"""@xPrettyMovement why you so infuriated? ( I learned that word about 2 days ago) definition~mad,""",negative
its bout time to put in that work on the  field and and off the field time to get noticed,positive
that how u can really tell dwight howard means somthing to the lakers i didnt see it but i do now,neutral
"""so me nd Miata going to get gym memberships gone see how long this Last,both are lazy asses""",negative
My baby daddy so irritating lol he doing anythingrThe most I just miss em I don't want em just bring emrTo VISIT!!,negative
Not very good at expressin my self!!!!!!...but if u pist me Da fuck off!!!!...am going Ham on dat ass!!!,negative
I want 2 cry! My memory card is out of there eveything is gone.  All my music is all I really care about,negative
"""Just ripped my favorite boxers when I bend down. Ill be fixing then, I guess my butt got bigger""",neutral
I thank god for not blessing me with a sister cus niggas tend to do the most y'all would get tired of hearing my name on the scanner,negative
@1brwneyedbeauty Sprint need to get wit it then. U got the message bout the banquet?,neutral
I'm still rocking with #LanceArmstrong  he didn't use performance enhancers to beat cancer so he's still an inspiration #LiveStrong,positive
"""Called to check on me & the girls & told me he bought me something just because he thought of me, im a good woman, & i deserved it :-)""",positive
My NEW attitude>>>>>>>gotta keep it!!! Ive took care of BOYS in the past...now its time for someone to spoil me OAN WE JUST FRIENDS :-),positive
-BS! iaint acceptin no rinq or no bs assx perposal if dha niqqah aint qt hisx shyt taqedtah !,negative
@ImSo_WitDa_Shyt  yhoo alwaysx tryna leave ! biytch yhoo make meeh sick . ineed tah have ah tawk widt chu tho . real shyt friend !,negative
-well tahday alotta mfs qne beeh pissed ! kuz no isx my favorite word . hell iqt shyt tah do too ..!,negative
"""Gma said this music wuz chill, no need to bump n grind all the time....lol""",positive
"""i wish folk would stop adding the letter S to words that are plural (mens, womens, childrens, & peoples)""",negative
@sonomadrem12 they are fye.   I went to Dales this weekend had one and got hooked,positive
Im not saying I got EVERYTHING but I do gotta good head on my shoulders that will gain me everything in life!,positive
@JuiceLaflare nd yuu aint tell me.. im gon be on that side friday. Imma need to see yuu,neutral
Ill tell yuu bout those sharon black bottom crack heads... well that one crack head,negative
Was waiting on mii arm but fuck it I aint bout to fight wit yu... imma just knock yo ass out,negative
@Ace_EnCrYpTiOn yes nanny with a age requirement... yuu sound like the lady at Waffle House lol,neutral
@Ace_EnCrYpTiOn lmao we need to contact leon.... cause when im having a bad day that would give me all kinds of life,positive
So yuu got yuur hair done yesterday and its in this nappy ass pony-poof like normal...sad story,negative
Blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah!,neutral
This is straight bullshit once again don't fucking worry about Chelsey Bennett I mean nobody fuck y'all,negative
Lhh I think my friends only like kickin it with me so dey can make me TWERK bc evrytime a twerkin song cum on they b hit dat shyd shaunyyyyy,neutral
"""@Astronaut_Morg: Bruh I have a fucking lump In my throat that is hella bigAdams Apple????""",negative
So Is ANYBODY gone cum with me to see Texas Chainsaw Massacre with me ????,neutral
"""@_BtchPleaseeee: I Hope It Dont Be NO Fight At Zay House . Ctfu TO LATE MANNNN""",negative
"""Despite the Bs Last nite I had fun w/ my sistas @Pretty_Grl_shit ,@OooYuLIKEdatHuh ,@YaeeNicolee With our $2 hoein ass(says jennings police)""",positive
@Money_OverBS damn fcking right whn I was in Dem cuffs I was sweet talking his I wasn't tryna go down,negative
Bc tbt i been having one of them moments ... But I keep my cool,neutral
Sitting Telling myself I'm def NOT goin bck to de hospital but ima fck around go tonight,negative
"""I really need to catch up w/@cha_bizzle we went from talking EVERY sec til not knowing each other number ,ion like dis break up !!!""",negative
But anyway enough of that lovey dovey shyd as of NOW I'm still single lol,neutral
Dumb hoes always gone get Played if you a dumb hoe dont retweet my shit,negative
If you been selling drugs for some years and dont have shit to show for. Kill yo self or turn yo self in lol,negative
COME ON LETS RIDE COME SMOKE WIT ME WE CAN LISTEN TO JODECI ILL DRIVE U ROLL THE WEED AND WHEN WE FINISH SMOKING ULL B STOKING ON ME,positive
@_Deniquee lml ohhh ctfu me too iam still in this fucking hell hole you free !!,negative
Damn man .. I swea itz always summn .. Feel like ah nigga Caint win fa losing,negative
Gotta go fill out ah app fa rent a Center . Hope dem hoes show meh some love,neutral
"""@Ima_SweetMelody: No stress , waking up each day blessed to breath again , opinions are irrelevant""",positive
Naw I really woke up cus Kay left the HEAT on!! Tf!! I couldn't breath,negative
Then was bout to call the police say he had her car too long oh and trust she would have,negative
Im gonna work in the salon and continue my CNA til I continue my education in nursing,positive
""" #Aries women love to spoil their men; however if they're not spoiled in return, await to meet the nag you never thought existed.""",negative
""" bitches be mad they didnt qet no qoodmorninq' text .. bitch did you even brush yo damn teeth this morninq' , """,negative
"""two birds flew in the house this week . plz keep me and my fam in prayers , ..""",neutral
"""can't wait to one day open up #clubMERCADiES . my shit qone be the dope 'st shit yet , .. . strip club w. ay daycare .""",positive
"""wake up to qet my cake . tauqht by the best , ima qrind for this shit .. its' ah process but my name HUSTLE .""",positive
Oomf seen my body and all he could say is dammmnnn how u get all that,positive
DATS SHIDD JUS FUCKD MII.HEAD YUH NOW MII FEET SMALL AF AN YUH PUT YO SHID N MII SHOE WTF!!!!#MII LOVE PINK BOOTS DO BOTH PARE DOE!!!<<<<,neutral
OWEEEEE IM MISSS MIIII FAVVVVV DAH MOST SHE.JUS DNT KNO BUT I NEED SUM ADVICE FRUM HA SHE GOT DAH BEST :-) :-),positive
"""@Shona_BhaddAf: I GAVE HIM ALL I CUD N HE FUCKD DAT UP NOW IM GONE AND I SWEAR IAINT TURNIN BACK ....OWWWEEE DIS SOO TRUEYY""",negative
HE KNO WEN IM MAD LED ME BE BUT IM KNOWN FOE A FACT HE CANT STOP FUCKN WIDD#FACTTTTTT,negative
@Shona_BhaddAf AN I DNT CARE WAT KIS FRANDS SAY WAD WE HAD WAS LIKE JAY AN BEYONCE :-):-),positive
HIM:GURL DNT SAY NUN ELSE TA MEH.YUH JUS SPIT ALL ON MEH EVERY WORD DAT CAME OUT YO DAMN MOUTH !!,negative
@HushandSwallow @Shona_BhaddAf DAMN HIS HORMOANS ACTIN UP ALREADYYY:-)LOL I AINT READY TA BE AH FATHER:-),positive
MII SISTA SAID SHE GOTTA 402 ME FACE TA FACE OWEEEE SHIDDD MUST BE REAL!!,neutral
