aae_text,sae_text,sentiment,sentiment_score,raw_response
If yu my nigga u my nigga then.! I shole dont need no new friend nigga where uu been nigga,"If you’re my friend, you’re my friend then! I definitely don’t need any new friends—where have you been?",neutral,0,neutral
HEARD HE FUCKED DA SHYT OUTTA HA O'WELL SHYT ION CARE AINT MY BITCH I HATE HA ASS,"I heard he had sex with her. Oh well, I don't care. She's not my girlfriend. I can't stand her.",negative,-1,negative
I need to cuddle wit a girl she at ha gma crib BUT FINNA GO BACK TO SLEEP,"I want to cuddle with a girl, but she’s at her grandma’s house, so I’m just going to go back to sleep.",neutral,0,neutral
OBN I go hard fa my squad SQUADDDDDDDDDD IIIIIIGGGGGHHHHTTTT 039 SHYT FUCK DA OPPS FUCK LAWLESS DEM FUCK NIGGAS DIE L'S FUCK CESS,"I go hard for my squad. Squad! Alright! 039 stuff. Forget the opposition, forget Lawless and them, forget those guys. Take losses. Forget Cess.",negative,-1,negative
@TreatMe_EatMe_ cause I kno iima be up all nitw e but inna mornin ima be real sleepy,"@TreatMe_EatMe_ because I know I’m going to be up all night, but in the morning I’m going to be really sleepy.",neutral,0,neutral
@Tokiyo_Trending RAGENE STOP TWEETIN ME MAN YO ASS MAD CAUSE ION WNT U I MOVED ON BYE STOP TALKIN TO ME WE AINT GOT SHYT ELSE TO SAY,"@Tokiyo_Trending Ragene, stop tweeting at me. You're just upset because I don't want you. I've moved on. Goodbye. Stop talking to me—we have nothing else to discuss.",negative,-1,negative
LOL ion wnt ha to wea noo panties 2ma wen she cum ova onna real,"LOL, I don't want her to wear any panties tomorrow when she comes over, for real.",neutral,0,neutral
"""@NuNuGhee: Ion Trust People .. I Think ANYBODY ah Set Me Up ! TRUU SHYT #TRUSTNONE""","""@NuNuGhee: I don't trust people. I think anybody could set me up! True stuff. #TRUSTNONE""",negative,-1,negative
Folks Dont Know What Keeping They Word Is Anymore That's Why My Trust Fucked! But I'll Die To Keep My Word..,People don’t know what it means to keep their word anymore. That’s why my trust is messed up! But I would die to keep my word.,negative,-1,negative
Some Muh Fuggas Expect For Females To Suck Some Dick Or Some For All That I Guess.. In That Case I'll Never Go On A Date LMMFAO,"Some people expect women to perform oral sex or do even more, I suppose. In that case, I guess I'll never go on a date. LMAO",negative,-1,negative
Ask me to come see you at a game and don't even fuckin talk to me #wtf,Ask me to come see you at a game and then you don’t even talk to me. #wtf,negative,-1,negative
I luhv bad bytches dats my fkkn problem n yea i like to fkk i gotta fkkn problem,"I love attractive women, that’s my problem, and yes, I like to have sex—I have a serious problem.",negative,-1,negative
Aww the head manager for West Orange BK called me and thanked me for working there... && said he want me to work there in the summer ..,"Aww, the head manager of West Orange Burger King called me and thanked me for working there, and said he wants me to work there in the summer.",positive,1,positive
@kiss_my_lips18 mmm hmmmm datz wat it sound like ta me..my bby godmama kant be into dat lol,"@kiss_my_lips18 Mmm hmm, that's what it sounds like to me. My baby's godmother can't be into that, lol.",neutral,0,neutral
i was thinking about going down to the mall on Monday since I'm off....idk tho,I was thinking about going to the mall on Monday since I have the day off... I’m not sure though.,neutral,0,neutral
@ILoveAvis i know it do..i remember the last time i went..i constantly fell down..i thought i was gonna break my ankle in the process lol,"@ILoveAvis I know it does. I remember the last time I went—I kept falling down. I thought I was going to break my ankle in the process, lol.",neutral,0,neutral
@ChanTheMan19 you see they pot him in conf. championship gamer and he made to big catches,@ChanTheMan19 Did you see they put him in the conference championship game and he made two big catches?,neutral,0,neutral
Thank you Lord for waking me up this morning ...please give me the strength cuz these ppl irking my nerves,"Thank you, Lord, for waking me up this morning. Please give me the strength because these people are getting on my nerves.",neutral,0,neutral
I wonder how many males can lay with a female all night and not hit,I wonder how many men can lie next to a woman all night and not have sex with her.,negative,-1,negative
You know the sex is good when it always feels like the first time again.,You know the sex is good when it always feels like the first time again.,positive,1,positive
I'm doing pretty good of not talking to my mom.... its been 2 days I think... HARDCORE,"I’m doing pretty well at not talking to my mom… it’s been two days, I think… HARDCORE.",neutral,0,neutral
Celtics lost to the Bulls now 20-19 on the season. Just take it one game at a time for number #oomf !!!,The Celtics lost to the Bulls and are now 20-19 for the season. Just take it one game at a time for number #oomf!,negative,-1,negative
Chief Keef Is 17 Years Old. His Baby Mama Is In The 8th Grade. & He Is Currently In Juvi For Violating Probation. This Is Yalls Role Model?,"Chief Keef is 17 years old. His child's mother is in the 8th grade, and he is currently in juvenile detention for violating probation. This is your role model?",negative,-1,negative
Future is the new T-Pain. He sounds good doing the chorus but not so sure about the whole song.,"Future is like the new T-Pain. He sounds good singing the chorus, but I’m not so sure about him on the entire song.",neutral,0,neutral
I have so much to do today but my first priority this morning was to spend time with my lil mama.,"I have so much to do today, but my first priority this morning was to spend time with my little girl.",positive,1,positive
"""Lol just called my babe to tell him that ima go to the army, we're gonna get married and be together forever""","Lol, I just called my boyfriend to tell him that I’m going to join the army. We’re going to get married and be together forever.",positive,1,positive
"""Think ima go get my hair braided! I'm taking one weekend off, just me and him""","I think I’m going to get my hair braided! I’m taking one weekend off, just for me and him.",positive,1,positive
Something's are meant not to be said && I was about to say something but I'm not,"Some things are not meant to be said, and I was about to say something, but I’m not going to.",neutral,0,neutral
"""I know he see me tweeting this, and it's the truth. If it wasn't for him, I wouldn't love again""","I know he sees me tweeting this, and it’s the truth. If it weren’t for him, I wouldn’t love again.",positive,1,positive
My aunt is looney tho... ion know why she thinking I'm pregnant!  I gotta go,My aunt is crazy though... I don't know why she thinks I'm pregnant! I have to go.,neutral,0,neutral
"""Wish I was with my babe. But overall,  o enjoy my day with the co-workers""","I wish I were with my significant other, but overall, I enjoyed my day with my coworkers.",positive,1,positive
"""Me and your son has something special going on .. Don't try to fuck it up, or get fucked""","Your son and I have something special going on. Don’t try to ruin it, or there will be consequences.",negative,-1,negative
@CoCoChanel_92 yes yes.... But now that I work I get my own. Ima have a couple of kids do he can spoil em,"@CoCoChanel_92 Yes, yes... But now that I work, I get my own. I'm going to have a couple of kids so he can spoil them.",positive,1,positive
It seems like Everybody child calling me aunt Kisha or they thinking I'm their big sister who don't gives two fucks about em lol,"It seems like every child is calling me Aunt Kisha or thinks I’m their big sister who doesn’t care about them at all, lol.",negative,-1,negative
"""I'm not rushing it, I'm just ready to get that shit outta the way ...""","""I'm not rushing it, I'm just ready to get that stuff out of the way ...""",negative,-1,negative
"""Don't nobody like drama but his pussy ass... It's all good, I only have a couple of months left""","No one likes drama except for him... It's all good, I only have a couple of months left.",negative,-1,negative
"""@x_Monaeee Hoes Please Don't Tagg Me Now , Yoo Wasn't A Few Seconds Ago , Got Niggas Fighting Yoo Battles You Still The Same Scary Ass Bitch""","""@x_Monaeee Please don’t tag me now. You weren’t a few seconds ago. You have guys fighting your battles, but you’re still the same cowardly person.""",negative,-1,negative
I like him too much to stop buht I LOVE him way too much to keep goin I think I kno wat I gotta do,"I like him too much to stop, but I love him way too much to keep going. I think I know what I have to do.",negative,-1,negative
Bitches still mad Rihanna went back to Chris Brown.. Like y'all don't keep taking back the same Bum Nigga every 2 weeks!,"Women are still upset that Rihanna got back together with Chris Brown, as if you all don’t keep taking back the same unreliable guy every two weeks!",negative,-1,negative
TWITTER : GET'S #HORNY AROUND 3&4 IT'S LIKE A #HOTLINE BUT ONLY ON YAH (((( TL))))),"TWITTER: Gets #horny around 3 and 4. It’s like a #hotline, but only on your timeline.",neutral,0,neutral
@rouseyG_boss I understand dat don't write me a SA lmao but if u invited her u paying!  did this happen to u?,"@rouseyG_boss I understand that, don’t write me a statement lol, but if you invited her, you’re paying! Did this happen to you?",neutral,0,neutral
"""@ImDearlyBeloved OMG my sister  lol this girl man!  I love being around her she makes me Happy which is rare! She's a keeper""","""@ImDearlyBeloved Oh my gosh, my sister. Haha, this girl! I love being around her; she makes me happy, which is rare! She's a keeper.""",positive,1,positive
