sae_text,sentiment
"""@DessyShannell: @get_money_hoe33: @DessyShannell where are the girls at? Haha, I don’t have any, lol. Stop lying and introduce me to someone for real.""",neutral
"If you fake, cowardly guys don’t like me, you’ll realize that I’m the realest person you ever hated on!",negative
"This girl said I was an 8.9, the other said I was a 9—girl, I’m a 10.",positive
"To be honest, he spelled your name wrong, lol. Dumb ass hoes! And his bio says ""my wifey"" with a different name, lol.",negative
"Everyone falls in love in high school and says they’re going to get married, but at the end of high school you find out who’s actually going to be a wife!",negative
"""@ROBCITY111AV: @yung_balla_baby to Yanni lol just kidding, Rosedale is funny. Man, we really slept with all the same women though, bro.""",neutral
"""@ROBCITY111AV: @yung_balla_baby I swear on everything! You'll see when I come talk to you, kopi kopi lol""",neutral
"""@penth0use_P: @yung_balla_baby man, you had people crying, God. That girl was pretending like she was tough. LOL.""",neutral
"Control your woman, you let her talk to you crazy. You have baby mama drama and you don’t even have a baby!",negative
"""@BossyTrina: @yung_balla_baby lol I don't need to grow! You really don't though, you're very healthy lol""",positive
"""@audiblenostic: @BeckyBlaze2Many @yung_balla_baby HAHAHA Becky, do you have my back, friend? LOL no, she doesn’t, but you have the front… of my pants.""",positive
"""@ROBCITY111AV: Shaking my head, there goes my name again. I might as well change my name to Rico or Gerald, shaking my head. I'm Rico, man. Laughing my ass off.""",neutral
"""@ROBCITY111AV: This guy took my name, shaking my head. How am I not Rico though? I went through all that pain, man. Lol.""",neutral
"""@ROBCITY111AV: #tbt gone but never forgotten. Haha, check your man out though, @yung_balla_baby. Who is that, bro?""",positive
"You know you’re broke when you scrape up change to get yourself something to eat, lol.",negative
"She’s so desperate, all over Facebook looking for love. Girl, you’re messy and nasty—no one wants that negative stuff.",negative
"What goes on in people's heads when they lie to their girl, saying ""I love you"" and stuff, but they're lying at another woman's house saying ""I love you"" too? Forget you.",negative
"Forget people who think they can run over the people that care about them... you’re taking advantage of ME... not anymore, though. #fallbackhoe",negative
"I’m up burning the midnight oil! Late Tuesday evening, UPS delivered some of my textbooks for class. God, thank you for your bountiful blessings!",positive
"I am working on my classwork, and my Systematic book is scheduled for delivery in the morning. I will complete my tasks with God's guidance.",positive
"She’s sticking by my side—if I go on the run, she’s hiding with me. If the police catch us, she’s lying for me.",positive
"""@Liver_thN_u: @SteveHarveyJr LOL! You are so stupid! That’s you! I haven’t done anything. That’s you waking up talking nasty.""",negative
"""@I_Aint_Friendly: @So_Ambitious18 @steveharveyjr @steveharveyjr ... Alright then. Are you going to eat those vegetables this time, huh? Lol. I’m going to be getting money.""",neutral
I wonder where my boyfriend is; I haven't talked to him since New Year's. I'm such a bad girlfriend. @Da_King822,negative
"@IAM_UR_FANTASY: @jpearson949 @Carmel_apple11 This isn’t Toya, this is Mookie, and you don’t want that ass tapped again, Shameka, so stay the fuck out of my way.",negative
"""@xPrettyMovement why are you so infuriated? (I learned that word about two days ago) definition—angry,""",negative
It's about time to put in that work on the field and off the field—time to get noticed.,positive
"That’s how you can really tell Dwight Howard means something to the Lakers. I didn’t see it before, but I do now.",positive
"So, Miata and I are going to get gym memberships. We’ll see how long this lasts, since we’re both lazy.",neutral
"My child's father is so irritating, lol. He does the most. I just miss him—I don't want him, just bring him to visit!",negative
"I'm not very good at expressing myself, but if you make me extremely angry, I'm going to go all out on you!",negative
I want to cry! My memory card is gone and everything is lost. All my music is all I really care about.,negative
I just ripped my favorite boxers when I bent down. I’ll be fixing them—I guess my butt got bigger.,negative
I thank God for not blessing me with a sister because guys tend to overreact; you all would get tired of hearing my name on the police scanner.,negative
@1brwneyedbeauty Sprint needs to get with it then. Did you get the message about the banquet?,neutral
"I still support #LanceArmstrong. He didn’t use performance enhancers to beat cancer, so he’s still an inspiration. #LiveStrong",positive
"He called to check on me and the girls and told me he bought me something just because he thought of me, that I’m a good woman, and I deserved it :-)",positive
"My NEW attitude is so much better—I have to keep it! I’ve taken care of boys in the past, but now it’s time for someone to spoil me. On another note, we’re just friends. :-)",positive
-BS! I’m not accepting any ring or any bullshit-ass proposal if the man doesn’t have his shit together!,negative
"@ImSo_WitDa_Shyt You’re always trying to leave! Girl, you make me sick. I need to have a talk with you though. Real talk, friend!",negative
"Well, today a lot of people are going to be pissed! Because ""no"" is my favorite word. Hell, I have shit to do too!",negative
"Grandma said this music was relaxing, there’s no need to dance suggestively all the time... lol",neutral
"I wish people would stop adding the letter S to words that are already plural (men, women, children, and people).",negative
"@sonomadrem12 they are great. I went to Dales this weekend, had one, and got hooked.",positive
"I'm not saying I have everything, but I do have a good head on my shoulders that will help me gain everything in life!",positive
