aae_from_sae_text,sentiment
Stale ass weave these girls be rockin’... Flip that shit and it ain’t goin’ nowhere... Need some oil sheen or somethin’...,negative
"If it walk like a duck and talk like a duck, then it’s a duck!",neutral
"The next person touch my stuff gettin' shot, I don't care if it's my fault or not.",negative
"I ain't never gon' jump nobody. That make me feel like I can't handle my own business. Plus, that just ain't cool. For real.",negative
"Shaggy had me over here stressed. He always be laughin’, so seein’ him snap was like, damn.",negative
I’m finally ’bout to go back to school. Gotta stay on top of my responsibilities though.,positive
"Mornin’. School done came back too quick, but I gotta get wit it.",neutral
"I ain’t in no good mood this mornin’. Might as well just say forget school, man.",negative
"@SouljaBoy @Bestie567 ... Be goin’ all out to put shine on more than just the USA. Ha, what? Yeah, the whole world...",neutral
"He was real hot-headed before he got his bullets. He was talkin’ ‘bout he ’bout to go rob somebody, lol.",negative
"@naturalbeauti93 Oh. Where you in school at again? I forgot. I’m so ready to be up in a hospital, fr.",neutral
"I miss her when she gone, but soon as she get here, she the devil.",negative
"""@KoKane_Kowgirl Damn, they really had to go after the babies tho? Then this fool went and shot himself and his mama. What he thought he was gon’ get outta this?""",negative
"Big shoutout to @jeriadannette_—no matter who we was chillin’ with, we always kept talkin’ to each other. We used to have hella fun in class. I miss her!",positive
Ion even know if the daycare open or not; I’d just rather keep Noonie at home wit me.,negative
"If you know me, you know I love makin’ folks laugh! I just like seein’ people happy!",positive
"No matter how old you get or how grown you is, you always gon’ have that ONE person you really wanna beat up!",negative
"@kelceygrammer I ain’t goin’ to no damn Disney World, I’m not bout to do it lol! You already know I’ma just stay up in the condo and sleep, bein’ my boring self.",neutral
"@_PrettySeductiv I was just boutta call you, then I was like, nah, she prolly at work.",neutral
"I be tweetin’ songs that play on my Pandora, but somebody always gettin’ mad. I don’t even mess wit you. Get on somewhere wit yo insecure self!",negative
"Why I’m still up… thinkin’ bout my past and how I wish it was better. But I’m still makin’ it through. Thanks a lot, you really pushed me away…",negative
"Women out here actin’ wild. Some folks be doin’ the most, but best believe I’ma put ’em in they place. So, what you got?",negative
I ain’t never been the type to fall in love easy; feel like I did these dudes how they usually do women.,negative
Women be gettin’ mad at the next woman ‘cause they can’t keep they man in check. Everybody out here sharin’ everybody.,negative
@Prettii_Dior @_RetiredMacccc cuz she bipolar and we was never friends—she was literally my girl.,negative
"The best curve on a girl be her smile (: Lol, I’m just playin—look at that ass.",positive
"""@DessyShannell: @get_money_hoe33: @DessyShannell where the girls at? Haha, I ain’t got none, lol. Quit lyin’ and put me on wit somebody fr.""",neutral
"If you fake, scary dudes don’t like me, you gon’ see I’m the realest one you ever hated on!",negative
"This girl said I’m a 8.9, the other one said I’m a 9—girl, I’m a whole 10.",positive
"To be real, he spelled yo name wrong, lol. Dumb ass hoes! And his bio say ""my wifey"" wit a whole different name, lol.",negative
"Everybody be fallin’ in love in high school talkin’ ‘bout they gon’ get married, but by the end you really see who wife material fr!",neutral
"@ROBCITY111AV: @yung_balla_baby to Yanni lol I’m just playin, Rosedale be wild. Bruh, we really done messed with all the same girls fr.",neutral
"""@ROBCITY111AV: @yung_balla_baby On everything, fr! You gon see when I pull up an’ talk to you, kopi kopi lol""",positive
"@penth0use_P: @yung_balla_baby bruh, you had folks out here cryin, lawd. That girl was actin like she was hard. LOL.",neutral
"Man, get yo girl, you lettin’ her talk to you wild. You got baby mama drama and ain’t even got no baby!",negative
"""@BossyTrina: @yung_balla_baby lol I ain't gotta grow! For real, you really don't tho, you hella healthy lol""",positive
"@audiblenostic: @BeckyBlaze2Many @yung_balla_baby LMAO Becky, you got my back, fam? LOL nah, she don’t, but you got the front… of my pants.",neutral
"@ROBCITY111AV: Smh, there go my name again. Might as well change my name to Rico or Gerald, smh. I’m Rico, man. Lmao.",negative
"@ROBCITY111AV: Bruh really took my name, smh. How I ain’t Rico tho? I done been through all that pain, man. Lol.",negative
"@ROBCITY111AV: #tbt gone but ain’t never forgotten. Haha, look at ya man though, @yung_balla_baby. Who dat is, bruh?",positive
"You know you broke when you gotta scrape up change just to get somethin’ to eat, lol.",negative
"She so thirsty, all up on Facebook lookin’ for love. Girl, you messy and triflin’—ain’t nobody want all that negative energy.",negative
"What be goin’ on in folks’ heads when they out here lyin’ to they girl, sayin’ “I love you” and all that, but then they at some other woman’s crib sayin’ “I love you” too? Man, forget you.",negative
Forget folks who think they can just run over the ones who care ‘bout ‘em... you takin’ advantage of ME... but not no more. #fallbackhoe,negative
"I’m up burnin’ that midnight oil! Late Tuesday evenin’, UPS dropped off some my textbooks for class. Lord, thank you for all these blessin’s!",positive
"I’m workin’ on my classwork, and my Systematic book s’posed to come in the mornin’. I’ma get my stuff done wit God’s help.",positive
"She stayin’ by my side—if I gotta dip, she hidin’ wit me. If the cops catch us, she gon’ lie for me.",negative
@Liver_thN_u: @SteveHarveyJr LOL! You so stupid! That’s all you! I ain’t did nothin. That’s you wakin up talkin nasty.,negative
"""@I_Aint_Friendly: @So_Ambitious18 @steveharveyjr @steveharveyjr ... Aight then. You gon eat them veggies this time, huh? Lol. I’ma be gettin this money.""",neutral
I wonder where my boyfriend at; ain’t talked to him since New Year’s. I’m such a bad girlfriend. @Da_King822,negative
"@IAM_UR_FANTASY: @jpearson949 @Carmel_apple11 This ain’t Toya, this Mookie, and you don’t want yo ass tapped again, Shameka, so stay the fuck out my way.",negative
"@xPrettyMovement why you so mad tho? (I just learned that word a couple days ago) mean—angry,",negative
It’s ’bout time to put in that work on and off the field—time to get noticed.,positive
"That’s how you know Dwight Howard really matter to the Lakers. I ain’t see it before, but I see it now.",positive
"So, me and Miata ’bout to get us some gym memberships. We gon’ see how long this last, ’cause we both lazy.",positive
"My baby daddy so damn irriatin’, lol. He always doin’ the most. I just miss him—I don’t want him, just bring him by to visit!",neutral
"I don’t really be knowin’ how to say what I feel, but if you get me mad for real, I’ma go off on you!",negative
I wanna cry! My memory card gone and everything lost. All my music all I really care about.,negative
I just tore my favorite boxers when I bent down. Guess I’ma have to fix ’em—my booty musta got bigger.,negative
"I thank God He ain’t bless me with no sister, ‘cause dudes be doin’ the most; y’all would be tired of hearin’ my name on the police scanner.",negative
@1brwneyedbeauty Sprint needa get it together then. You get the message 'bout the banquet?,negative
"I still got love for #LanceArmstrong. He ain’t use nothin’ to beat cancer, so he still an inspiration. #LiveStrong",positive
"He hit me up to check on me and the girls, said he got me somethin’ just ’cause I was on his mind, told me I’m a good woman and I deserve it :-)",positive
"My NEW attitude way better—I gotta keep it! I done took care of dudes before, but now it’s time for somebody to spoil me. And another thing, we just friends. :-)",positive
-BS! I ain’t takin’ no ring or no bullshit-ass proposal if dude ain’t got his shit together!,negative
"@ImSo_WitDa_Shyt You always tryna dip! Girl, you get on my nerves. But fr, I gotta holla at you. Real talk, sis!",neutral
"Whew, a lotta folks gon’ be mad today! ’Cause “nah” my favorite word. Shoot, I got stuff to do too!",neutral
"Grandma said this music chill, ain’t no need to be dancin’ all wild all the time... lol",neutral
"I wish folks would stop puttin’ a S on words that’s already plural (men, women, children, and people).",negative
"@sonomadrem12 they real good. I went to Dales this weekend, had one, and got hooked.",positive
"I ain’t sayin I got everything, but I do got a good head on my shoulders that’s gon’ help me get everything I want in life!",positive
@JuiceLaflare and you ain’t even tell me… I’ma be over there Friday. I gotta see you.,positive
"Lemme tell you ’bout them Sharon Black Bottom crackheads... well, that one crackhead.",negative
"I was waitin’ on my turn, but forget it. I ain’t ’bout to argue wit you… I’ll just knock you out.",negative
"@Ace_EnCrYpTiOn Yeah, a nanny gotta be a certain age... You sound just like that lady at Waffle House, lol.",neutral
